tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	fen	tag
187310	1172.0	45.84	62596.0	53.0	3.0	https://lichess.org/analysis/2r2rk1/4ppn1/p2p1bp1/3B4/PQ2P1P1/4BP2/1PqR4/R5K1_b_-_-	Hanging Piece
194223	432.0	40.88	40099.0	33.0	2.0	https://lichess.org/analysis/3r2kr/pp3ppp/8/1B2B3/8/2Q5/PPP3qP/1K3R2_w_-_-	Back Rank
37606	879.0	43.48	52478.0	61.0	4.0	https://lichess.org/analysis/4rr2/p4q1k/1p4p1/7p/4R1n1/8/PPP1Q1PP/R5K1_w_-_-_0_1	Mate in 3+
58208	863.0	44.43	53029.0	46.0	3.0	https://lichess.org/analysis/r2q1rk1/1pp1pp1p/pnn3pQ/5b2/2PP4/2N2N2/PP2BPPP/R4RK1_b_-_-	Mate in 3+
88773	1539.0	44.98	57920.0	38.0	1.0	https://lichess.org/analysis/r3r1k1/1p4pp/p1p5/3p4/3Bb1P1/1P2PPq1/P1P5/R2Q1RK1_w_-_-	Attacking Castled King
93059	1277.0	45.19	60235.0	55.0	3.0	https://lichess.org/analysis/r6r/p4p2/1p3p1p/4k3/2P5/8/P4PPP/1R1R2K1_b_-_-	Basic Checkmates
163535	1484.0	45.17	59690.0	35.0	2.0	https://lichess.org/analysis/2kr3r/pp1n1pp1/2pNq2p/2P5/1P3B2/P2P1QP1/5P1P/R5K1_b_-_-	Basic Checkmates
29717	659.0	41.42	40690.0	28.0	1.0	https://lichess.org/analysis/r4r2/2R2pkp/1pR1b1p1/1N1p4/8/P7/3K1PPP/8_b_-_-	Pin
97318	923.0	43.4	52994.0	49.0	2.0	https://lichess.org/analysis/3rr3/1p1q1ppk/p1p2RnN/8/4P1P1/P2PQ2P/1PP1N3/R6K_b_-_-	
188459	1111.0	45.23	62846.0	34.0	2.0	https://lichess.org/analysis/1r1q1rk1/p1p2pp1/5b1p/3Q4/6b1/1BP5/PP1N1PPP/R4RK1_b_-_-	Simplification
26773	648.0	43.14	37990.0	28.0	1.0	https://lichess.org/analysis/r1b2rk1/pp1pbppp/2p2n2/8/4P3/q1NB2Q1/P1PB1PPP/1R2R1K1_b_-_-	Fork / Double Attack
38021	1396.0	45.27	62548.0	60.0	3.0	https://lichess.org/analysis/5b2/2q1k2p/1pP1p1p1/p2nP3/2Q5/8/6PP/5R1K_b_-_-	Exchange Sacrifice
63966	643.0	41.85	43195.0	39.0	2.0	https://lichess.org/analysis/r4rk1/4N1b1/3p4/1p3B1p/2bp1PP1/8/PP5P/R3R1K1_b_-_-	Mate in 2
80312	819.0	42.73	43722.0	31.0	1.0	https://lichess.org/analysis/r4rk1/pppq1ppp/2n5/3Np2P/3P4/8/PPP2PP1/R2QK2R_w_KQ_-	Hanging Piece
94314	781.0	43.01	48444.0	49.0	2.0	https://lichess.org/analysis/r2qk2r/p2bnpbp/1p1Pp1p1/2p5/5N2/P1NP1Q2/1PPB1PPP/R3K2R_b_KQkq_-	Remove the Defender
111054	1507.0	44.97	59215.0	84.0	2.0	https://lichess.org/analysis/rn2kb1r/p2nppp1/bq5p/2pP4/Q1P1P3/2N3P1/5P1P/R1B1KBNR_w_KQkq_-	Fork / Double Attack
145068	1368.0	45.41	61055.0	51.0	4.0	https://lichess.org/analysis/3r3k/7p/p1p2p2/4P1p1/1q3nPB/2N4P/2PK1Q2/3R4_w_-_-	Basic Checkmates
183683	623.0	43.2	33482.0	47.0	2.0	https://lichess.org/analysis/1rb2rk1/p4pbp/q2ppnp1/2p2PB1/1pP1P2N/1P4PP/2PQ2B1/4RRK1_w_-_-	Decoy / Deflection
35802	1134.0	46.05	64019.0	48.0	2.0	https://lichess.org/analysis/r4rk1/pp1n1pp1/1q5p/2bp2B1/3pn3/1P1Q1N2/P1PN1PPP/R3R1K1_w_-_-	Hanging Piece
36816	867.0	43.35	40690.0	41.0	1.0	https://lichess.org/analysis/r1b1kbnr/ppp1q2p/3p1p2/4n3/8/2P2N2/PP1BPPPP/RN1QKB1R_w_KQkq_-	Pin
56499	713.0	42.91	43448.0	32.0	1.0	https://lichess.org/analysis/rnbqkb1r/ppp2ppp/4pn2/1N1p4/3P1B2/8/PPP1PPPP/R2QKBNR_b_KQkq_-	Fork / Double Attack
64979	1361.0	45.63	61751.0	55.0	2.0	https://lichess.org/analysis/rn2k2r/pp2b1pp/2p4q/3p1b2/4n3/2NBQ1P1/PPPP1P1P/R1B2RK1_w_kq_-	Attacking Castled King
74328	812.0	44.49	48350.0	45.0	1.0	https://lichess.org/analysis/8/3k1p2/2q2b1p/1Qp5/K5r1/P3R3/5P1P/1R6_w_-_-	Mate in 2
106090	1491.0	45.24	60567.0	24.0	2.0	https://lichess.org/analysis/7k/3Q3p/2N1p1p1/6P1/8/r4q2/3R3P/5K2_w_-_-	Basic Checkmates
142374	976.0	43.78	49753.0	36.0	1.0	https://lichess.org/analysis/r1bq1b1r/ppp1kQpp/8/3Bp3/3n4/2N5/PPPP1PPP/R1B1K2R_b_KQ_-	Mate in 1
149406	1060.0	45.52	63321.0	37.0	2.0	https://lichess.org/analysis/r1b2rk1/4Qp1p/p2p2p1/1npP4/1p3PP1/q2P1N1P/P1PB4/1K2RB1R_w_-_-	Mate in 3+
36788	638.0	42.07	37215.0	48.0	2.0	https://lichess.org/analysis/r1b1kbnr/pppp1ppp/2n5/4P3/8/5N2/PqPBPPPP/RN1QKB1R_w_KQkq_-	Pin
36994	1556.0	44.99	57376.0	53.0	2.0	https://lichess.org/analysis/2kr1b1r/pp1nqppb/2p1pn1p/4N3/2BP1B2/6N1/PPP1QPP1/2KR3R_b_-_-	Attacking Castled King
39817	1402.0	45.42	59823.0	54.0	2.0	https://lichess.org/analysis/r1bqkb1r/pp2pppp/5n2/8/2BN4/8/PP1B1PPP/R2QK1NR_b_KQkq_-	Attacking f7/f2
53353	1472.0	45.46	61759.0	34.0	3.0	https://lichess.org/analysis/r1bqkb1r/1p2pppp/p2p1n2/2pn4/4P3/BPNP4/P1P2PPP/R2QK1NR_w_KQkq_-	Fork / Double Attack
58359	1725.0	45.38	54803.0	36.0	1.0	https://lichess.org/analysis/3Rr1k1/1p3ppp/1p4b1/4P3/8/1P3P2/r3B1PP/3R2K1_b_-_-	Basic Checkmates
27996	1468.0	44.89	57427.0	94.0	3.0	https://lichess.org/analysis/5r1k/pppnn1pp/3p4/2P1p3/4P1q1/1BP1BrN1/PP3PK1/R2QR3_w_-_-	Exchange Sacrifice
37579	619.0	42.26	44507.0	36.0	2.0	https://lichess.org/analysis/r1bq1rk1/p4p2/1p2p2Q/6p1/5n2/3B1N2/PPP2PPP/R4RK1_b_-_-	
51662	1296.0	45.73	63591.0	36.0	2.0	https://lichess.org/analysis/r4rk1/pbBp1ppp/1p2p2n/1P3q2/2PbN3/3P1BP1/P4P1P/1R1Q1RK1_w_-_-	Hanging Piece
74726	1548.0	44.91	56132.0	66.0	2.0	https://lichess.org/analysis/2k3r1/pp1rnpp1/1q2p3/3pP1QB/2pP4/2P1P3/PP1N3P/R3K2R_b_KQ_-	Fork / Double Attack
28610	1354.0	45.19	62646.0	63.0	4.0	https://lichess.org/analysis/r1b2k1r/ppp2ppp/5q2/8/2B3n1/3p1Q2/PP1N1PPP/R3R1K1_w_-_-	Attacking Castled King
54541	1367.0	45.19	63521.0	74.0	3.0	https://lichess.org/analysis/r1bq1rk1/1p2ppbp/p1n3p1/3n4/3N2P1/2N1BP2/PPPQ3P/R3KB1R_w_KQ_-	Hanging Piece
69212	1389.0	45.36	63503.0	40.0	2.0	https://lichess.org/analysis/rn2k2r/ppp2pb1/3P4/5b2/2BP1Bp1/2KNQ1P1/PPP4q/RN6_b_kq_-	Mating Net
79460	1189.0	45.54	62982.0	46.0	2.0	https://lichess.org/analysis/r3k2r/1p3pp1/p1b1p1qp/4P3/1P1pnP2/P3P2P/1B2N1P1/R2Q1RK1_w_kq_-	Vulnerable King
109509	1167.0	46.63	64988.0	43.0	3.0	https://lichess.org/analysis/6r1/kq3p2/R2B4/pQ1pP1pp/1p1P3P/8/PP3PP1/6K1_b_-_-	Mate in 3+
36085	1168.0	45.93	66354.0	70.0	3.0	https://lichess.org/analysis/r4rk1/pb3p1p/qp3Q2/3p4/3R4/4P2P/PP3PP1/2R3K1_b_-_-	Mate in 3+
43406	1330.0	45.6	60643.0	41.0	2.0	https://lichess.org/analysis/rnbqkb1r/pp3ppp/3p4/2pN4/4nB2/2P5/PP3PPP/R2QKBNR_b_KQkq_-	Fork / Double Attack
45782	1492.0	45.17	61042.0	25.0	2.0	https://lichess.org/analysis/2k5/1pp2p2/pb5p/3bP1p1/BP2p3/2Pr2BP/P4PP1/4R1K1_w_-_-	Hanging Piece
146395	1379.0	45.37	60530.0	24.0	2.0	https://lichess.org/analysis/5rk1/1b1n2pp/8/2b1pp2/6rQ/2NP4/PPP2P1P/RNB2R1K_w_-_-	Back Rank
166426	1066.0	45.62	54089.0	35.0	1.0	https://lichess.org/analysis/rr4k1/p4pb1/2QPp1pp/2Pn1q2/2N5/2P2NP1/PP2K2P/R4R2_w_-_-	Mate in 3+
29205	868.0	43.21	53498.0	45.0	2.0	https://lichess.org/analysis/r1b1k2r/ppppqppp/5n2/6B1/3QP3/2P5/P1P1BPPP/R3K2R_b_KQkq_-	Hanging Piece
35961	1408.0	45.37	60409.0	53.0	4.0	https://lichess.org/analysis/4r3/2p2k2/1p1pn1p1/p4qPp/2P2P2/1P2Q3/P3R2P/4R1K1_b_-_-	Mate in 3+
44288	812.0	42.85	48280.0	35.0	2.0	https://lichess.org/analysis/2k2bnr/ppp2ppp/8/5r2/8/3PB1P1/PPP2P1P/R3KB1R_b_KQ_-	Pin
95041	798.0	42.87	49794.0	29.0	2.0	https://lichess.org/analysis/3rk2r/p3n1p1/2R1QpPp/2B1p3/q3P3/2P2KP1/7P/7R_b_k_-	Mate in 2
97918	1107.0	46.08	63567.0	41.0	2.0	https://lichess.org/analysis/r4rk1/pb1p2pp/3p4/1P1PpP2/6Q1/4P3/PP1qBKPP/R6R_b_-_-	Skewer
117395	898.0	44.21	51320.0	33.0	1.0	https://lichess.org/analysis/r1k3r1/pp1b3p/2p5/2b4Q/4P3/1PN3qP/1PP2PP1/3R1RK1_w_-_-	Hanging Piece
195678	933.0	44.63	52200.0	44.0	1.0	https://lichess.org/analysis/r2qk1nr/2p1b2p/b1p1Np2/p2pP1p1/PP1P4/2P2Q2/5PPP/RNB1K2R_b_KQkq_-	Mate in 1
29278	812.0	44.43	53118.0	58.0	2.0	https://lichess.org/analysis/r4r2/pp2k1pp/8/q4p2/2Q1p3/2P5/P4PPP/1R1R2K1_b_-_-	Vulnerable King
30755	1189.0	45.53	66422.0	69.0	3.0	https://lichess.org/analysis/r1n1kbr1/ppq1pN2/2p1P2p/2Pp3Q/3Pn2P/8/PP3P2/R1B1K2R_b_KQq_-	Mate in 3+
33913	596.0	41.88	40753.0	31.0	2.0	https://lichess.org/analysis/6k1/3Q1p1p/B2p2p1/3P4/Pq2r1P1/2r4P/1p4P1/5R1K_b_-_-	Mate in 2
39099	804.0	43.44	53311.0	49.0	3.0	https://lichess.org/analysis/3k4/p5p1/rn5p/1Bp5/PP2R1Pb/2P1B3/5P2/2K5_b_-_-	Mate in 3+
47006	899.0	43.82	47346.0	54.0	1.0	https://lichess.org/analysis/3r1rk1/1p3ppp/p1b1pP2/q2pP3/Pbp3P1/2N1QBP1/1PP5/R4R1K_b_-_-	Attacking Castled King
65187	589.0	40.76	36433.0	26.0	2.0	https://lichess.org/analysis/8/B3pk1p/2Q3p1/8/1PP5/8/4q1PP/3r3K_w_-_-	Back Rank
95790	588.0	42.14	37190.0	24.0	1.0	https://lichess.org/analysis/rn2k1r1/pp3p1p/2pp1q1b/8/3PP1bP/2NQ2p1/PPPB4/R3KB1R_w_KQq_-	Mate in 1
108519	940.0	44.4	55289.0	69.0	3.0	https://lichess.org/analysis/2r2r2/pp1q3k/4p2p/2PpBp1Q/1P2nP2/P4R2/6P1/2R3K1_b_-_-	Vulnerable King
27037	1569.0	45.18	59162.0	35.0	2.0	https://lichess.org/analysis/2r2rk1/2n2p2/p3p1pn/1pqpP3/5P2/P1NR3N/1PP1Q2P/6RK_w_-_-	Queen Sacrifice
30427	1031.0	43.93	52053.0	35.0	1.0	https://lichess.org/analysis/2kr3r/2pqn1p1/1p6/8/2QpN3/P5p1/1P2PP1P/R3R1K1_w_-_-	Mating Net
38630	421.0	42.43	31249.0	41.0	1.0	https://lichess.org/analysis/2r2r2/1p4kp/4pqb1/p1n3N1/P1P3Q1/3p4/BP3PK1/3RR3_w_-_-	Defense
52235	1297.0	45.26	60154.0	46.0	2.0	https://lichess.org/analysis/r2r1k2/2Rb1pbp/4p1p1/pp2P1B1/3P4/1P3N1P/P4PP1/2R3K1_b_-_-	Hanging Piece
54105	1217.0	45.84	65668.0	46.0	2.0	https://lichess.org/analysis/8/1p4k1/p2p1R1B/3P1K2/r4P2/8/7b/8_b_-_-	Basic Checkmates
95268	732.0	41.57	39545.0	20.0	1.0	https://lichess.org/analysis/8/3q1kp1/3P3p/5p2/5P2/1Q6/5PK1/8_b_-_-	Mate in 1
27500	1482.0	45.05	56884.0	30.0	1.0	https://lichess.org/analysis/3r2k1/p4pp1/5r1p/1P1q3n/3p4/P2B3P/1P1QRPP1/4R1K1_b_-_-	Fork / Double Attack
27833	777.0	43.85	54352.0	52.0	2.0	https://lichess.org/analysis/3rr1k1/p1bq1pp1/5n1p/p7/2B1p3/3P1bP1/PPPQ1PNP/R1B1R1K1_w_-_-	Mating Net
38808	698.0	41.76	34578.0	36.0	1.0	https://lichess.org/analysis/rn1qkb1r/pp2pp2/2p2p2/8/3PN2p/2P5/PP2QPPP/R1B1K2R_b_KQkq_-	Pin
46804	1276.0	45.33	63034.0	45.0	2.0	https://lichess.org/analysis/r4rk1/1R3pp1/pB2p2p/3pn3/6P1/qRN5/2PQKP1P/8_b_-_-	Hanging Piece
56019	712.0	43.7	48401.0	32.0	2.0	https://lichess.org/analysis/2r2rk1/2q1pp1p/p2p2p1/1p1Pn3/7P/5P2/PPP3P1/2KRQ1NR_w_-_-	Vulnerable King
91753	812.0	42.8	44099.0	33.0	1.0	https://lichess.org/analysis/r2qkb1r/pp5p/2p1pnp1/3p2B1/3QP3/3P4/PPP2PPP/RN2K2R_b_KQkq_-	Pin
50918	1425.0	45.22	59851.0	22.0	1.0	https://lichess.org/analysis/8/2P3pk/5p1p/5q2/8/p5PP/3Q1PK1/8_b_-_-	Pawn Promotion
51213	893.0	63.07	47244.0	42.0	2.0	https://lichess.org/analysis/r5k1/1bq2ppp/3npn2/1p1pN3/2pP4/1P2P3/2PNBPPP/Q3R1K1_w_-_-	Fork / Double Attack
69652	1142.0	45.76	61321.0	60.0	2.0	https://lichess.org/analysis/rnb1k1nr/ppp2ppp/3b4/3NN3/3P4/4B3/PqP1KPPP/R2Q1B1R_w_kq_-	Fork / Double Attack
107365	1507.0	45.18	59226.0	36.0	3.0	https://lichess.org/analysis/5k2/p3p2p/1p4p1/5p2/2PBn3/PB2P2P/4n1P1/6K1_w_-_-	Fork / Double Attack
130343	983.0	45.48	65442.0	44.0	4.0	https://lichess.org/analysis/3r1rk1/p3p3/1p6/4n1P1/3B4/2P5/2P1B3/4K2R_b_-_-	Mate in 3+
160235	710.0	43.13	46151.0	32.0	1.0	https://lichess.org/analysis/rnb1rk2/1q3p2/p4Rp1/2Pp4/3P3P/P3P1N1/1BQK4/7R_b_-_-	Pin
36458	1515.0	45.14	58607.0	41.0	1.0	https://lichess.org/analysis/1r1qk2r/Q4ppp/5n2/8/Pbbp4/6P1/1PPP1PBP/R1B1K2R_w_KQk_-	Defense
56752	1349.0	45.29	61721.0	80.0	4.0	https://lichess.org/analysis/7k/p5pp/1p3r2/2rP2R1/P3q3/1P3N2/4P2K/2BQ4_b_-_-	Back Rank
64129	1371.0	45.82	64010.0	107.0	2.0	https://lichess.org/analysis/r1r3k1/5ppp/p3p3/3pP3/Q1p2P1P/4n1PB/R1n1K3/1qB4R_w_-_-	Defense
86236	819.0	42.85	46652.0	29.0	1.0	https://lichess.org/analysis/2rk3r/1p1b2pp/p1pB4/4R2Q/2qP4/8/PPP2PPP/R5K1_b_-_-	Mate in 1
110174	1161.0	46.14	64383.0	35.0	3.0	https://lichess.org/analysis/2kr1br1/pbpq1p2/1pn2p1p/1B1N4/8/4PQ2/PP2NPPP/R3K2R_w_KQ_-	Back Rank
122802	831.0	42.59	50571.0	22.0	1.0	https://lichess.org/analysis/rnb1r1k1/ppp2ppp/8/2bP4/2B3nq/P1Q1P1RN/1BP2P1P/RN2K3_b_Q_-	Mate in 1
129256	873.0	43.22	50491.0	15.0	2.0	https://lichess.org/analysis/1kr4r/pp4pp/N2Q4/7q/4P1n1/8/PPP2PPP/R4RK1_b_-_-	Queen Sacrifice
183706	1062.0	44.4	60324.0	46.0	3.0	https://lichess.org/analysis/1r4k1/p4ppp/2Q1p3/3pP3/Pr1P4/4P1P1/4q2P/R4RK1_w_-_-	Mate in 3+
98346	1044.0	45.18	63344.0	77.0	4.0	https://lichess.org/analysis/1r5r/3nR1kp/p4p2/3p4/P2Q4/5P2/1Pq3PP/R5K1_b_-_-	Mate in 3+
140389	760.0	42.34	44274.0	19.0	1.0	https://lichess.org/analysis/3r4/5kp1/5pp1/2RP2r1/1P6/7K/P2R1P2/8_w_-_-	Mate in 1
42857	927.0	44.73	53845.0	58.0	2.0	https://lichess.org/analysis/2r3k1/1b3qp1/6pp/pPp1R3/P7/N1Q3P1/5P1P/6K1_w_-_-	Vulnerable King
45745	1240.0	45.71	64686.0	85.0	3.0	https://lichess.org/analysis/r1bqk2r/ppp2pp1/2n1p2p/1B6/1b1PnB2/5N2/PPP1QPPP/R3K2R_w_KQkq_-	Discovered Attack
50071	1282.0	45.42	61479.0	46.0	2.0	https://lichess.org/analysis/4rk2/ppR5/3p2p1/3P4/PPQ1P1q1/4K3/8/8_b_-_-	Vulnerable King
86306	746.0	42.71	35401.0	25.0	1.0	https://lichess.org/analysis/2k1r3/1p3p2/p4q2/2bnr2p/2P3p1/2B3P1/P1P2P1P/1R1Q1RK1_b_-_-	Discovered Attack
93118	799.0	42.33	44583.0	60.0	3.0	https://lichess.org/analysis/8/p3Npbk/3p2p1/q3p1PP/2r1P3/4Q3/PP3RRK/2r5_b_-_-	Mate in 3+
36414	1467.0	45.61	60438.0	42.0	3.0	https://lichess.org/analysis/2r5/8/5pk1/2B4P/4K3/2R5/8/8_b_-_-	Decoy / Deflection
47691	863.0	42.66	56042.0	38.0	3.0	https://lichess.org/analysis/r5k1/5p2/p5pp/1p1Q4/1BPqr3/1P4P1/1P2pnPP/R3R2K_w_-_-	Mate in 3+
52131	1250.0	45.62	64896.0	55.0	2.0	https://lichess.org/analysis/rnb1kbnr/2p3pp/1p2p1q1/p2p2B1/3P4/3B1N2/PPPQ1PPP/RN2K2R_b_KQkq_-	Fork / Double Attack
87298	635.0	43.2	43731.0	28.0	1.0	https://lichess.org/analysis/r2qk2r/p1p1ppbp/5np1/nQ1p1b2/3P4/2N1PN2/PPP2PPP/R1B1KB1R_b_KQkq_-	Hanging Piece
101477	748.0	42.9	46357.0	45.0	2.0	https://lichess.org/analysis/r2qk1nr/2p2p1p/p1np4/1p1N4/4P3/1P1P1N2/1PPQ2P1/R3K2R_b_KQkq_-	Mate in 2
111537	747.0	43.35	50565.0	23.0	1.0	https://lichess.org/analysis/2nrkr2/3p4/2p3Rp/p4p1B/2P1p3/4P2N/PPn2PPP/R5K1_b_-_-	Double Check
169379	1307.0	45.77	61800.0	49.0	2.0	https://lichess.org/analysis/r2qkbnr/4p2p/p1p1b1p1/2p1Pp2/2P5/3P4/P4PPP/RNBQK1NR_w_KQkq_-	Trapped Piece
27142	734.0	42.63	38627.0	44.0	1.0	https://lichess.org/analysis/r6r/pp3kpp/1bnQbpq1/8/4P3/2N2N1P/PP3PP1/R1B2RK1_w_-_-	Pin
33666	652.0	41.72	40032.0	25.0	2.0	https://lichess.org/analysis/8/7p/p2p1k2/3P4/P4P2/7r/2p1K2P/2R5_w_-_-	Pawn Promotion
41975	870.0	43.78	49045.0	47.0	2.0	https://lichess.org/analysis/3r1k1r/pp4qp/3pRp2/1b5B/3P4/2p2Q1P/PP3PP1/5RK1_b_-_-	Mate in 3+
47025	1612.0	44.9	53978.0	69.0	1.0	https://lichess.org/analysis/7k/2p1r2P/1qn2r2/p4R1Q/4b3/1KB5/1P4P1/7R_w_-_-	Exchange Sacrifice
47302	735.0	43.4	50948.0	44.0	2.0	https://lichess.org/analysis/r1bqk2r/ppp1n1pp/2np1p2/1B2p1B1/1b2P3/2NP1N2/PPP2PPP/R2QK2R_w_KQkq_-	Zwischenzug
61206	717.0	41.87	43849.0	15.0	1.0	https://lichess.org/analysis/r1b1kb1r/ppp3pp/8/3pNp2/4n2q/1P1PP3/P1P3PP/RNBQKB1R_w_KQkq_-	Mate in 1
147091	1128.0	45.43	61829.0	60.0	2.0	https://lichess.org/analysis/4k2r/3bbpp1/2qp3p/4p3/2P5/1PB2N2/5PPP/3QR1K1_b_k_-	Fork / Double Attack
49156	1383.0	45.02	58505.0	68.0	2.0	https://lichess.org/analysis/1r5r/p6p/6pb/2pbQ1k1/2BnP3/3P4/PPP2PqP/R2K2NR_b_-_-	Discovered Attack
71870	607.0	43.03	31638.0	33.0	1.0	https://lichess.org/analysis/1r1k4/p2n1B1p/b7/bpp2P1P/3P3q/2P1Q3/PP1B2rP/RN1KR3_b_-_-	Hanging Piece
166987	961.0	44.42	59989.0	45.0	3.0	https://lichess.org/analysis/rnb2Bk1/2p5/pp2ppp1/7R/2B1P1P1/1P6/q1P2P2/3QK3_b_-_-	Mate in 3+
26907	1398.0	45.05	56046.0	31.0	3.0	https://lichess.org/analysis/r3kb1r/pp1bnppp/1qn1p3/1B1pP1B1/3N1P2/2N5/PPP3PP/R2QK2R_w_KQkq_-	Hanging Piece
43074	792.0	43.89	53739.0	49.0	2.0	https://lichess.org/analysis/r5k1/1p1q3p/p4Pp1/4p2P/1Q1p1b2/P2P1P2/1P3BP1/1KR5_w_-_-	Defense
101322	777.0	44.19	56608.0	56.0	3.0	https://lichess.org/analysis/r4r2/ppq2pkp/3b1R2/2npp2B/2P1P1Q1/8/PP1N2PP/5RK1_b_-_-	Mating Net
122119	671.0	42.06	44442.0	34.0	1.0	https://lichess.org/analysis/r1bqkbnr/2p5/p1Q5/1p2pppp/1B2N3/1P3N1P/P1PP1PP1/R3KB1R_b_KQkq_-	Mate in 1
151221	1201.0	46.0	64123.0	38.0	3.0	https://lichess.org/analysis/2k1r3/p2n1pp1/2p1bn2/1p1p3r/3P4/2P3Pp/PB1N1P1P/1R1BR1K1_b_-_-	Decoy / Deflection
29706	911.0	43.98	56210.0	42.0	2.0	https://lichess.org/analysis/4r3/1R4P1/2p2B2/3kP3/p7/P2p4/1P3PK1/3r4_b_-_-	Back Rank
33454	678.0	43.3	49349.0	28.0	1.0	https://lichess.org/analysis/3r4/2n2p1k/b5pp/p1pq4/8/P4P1P/1b1NN1P1/3QRBK1_w_-_-	Hanging Piece
35839	1428.0	45.67	60190.0	42.0	2.0	https://lichess.org/analysis/r1B2r1k/ppp1q1pp/n2p1n2/6B1/5P2/2P5/P1P3PP/R2QR1K1_b_-_-	Fork / Double Attack
183837	1300.0	46.03	63657.0	44.0	4.0	https://lichess.org/analysis/r6r/ppk2Bpp/2p1Qn2/2q5/4PPn1/2NR4/PP4PP/5R1K_w_-_-	Attacking Castled King
191103	969.0	43.11	51970.0	77.0	4.0	https://lichess.org/analysis/2r5/5p1k/1p2pBp1/n2rP2P/2p1R3/3PK3/1PP4P/R7_b_-_-	Skewer
38605	1263.0	45.57	64572.0	99.0	3.0	https://lichess.org/analysis/1k4rr/2nn2q1/p1pNbb2/N3p3/P3P3/1PP3p1/4Q1Bp/R2RB2K_b_-_-	Mate in 3+
41572	1436.0	45.16	58666.0	59.0	4.0	https://lichess.org/analysis/2k4r/ppp2p2/8/6pp/1P4n1/2P1qN2/P1Q3PP/R5K1_w_-_-	Queen Sacrifice
69606	907.0	44.56	44196.0	100.0	2.0	https://lichess.org/analysis/4Q1nr/p1k2ppp/2B5/1N6/2K5/4P3/P2r1PPP/q5NR_b_-_-	Mate in 2
74591	736.0	42.38	43950.0	34.0	1.0	https://lichess.org/analysis/r1b3nr/ppppk1pp/5q2/b3p2Q/3nP3/PB6/1PPP1PPP/RNB1K1NR_w_KQ_-	Hanging Piece
938	1642.0	45.0	48823.0	46.0	3.0	https://lichess.org/analysis/8/6P1/p7/k4p1b/p1K5/8/BP6/8_b_-_-_1_1	Vulnerable King
42962	588.0	41.64	42958.0	24.0	1.0	https://lichess.org/analysis/r3kb1r/pppn1p1p/6p1/3Ppn2/2B1Q1bq/3P3P/PPP2PP1/RNB1K1NR_w_KQkq_-	Hanging Piece
46412	632.0	42.61	46976.0	18.0	1.0	https://lichess.org/analysis/r2qk1r1/pbp1nQbp/1pnp2p1/4p3/2B1P3/2P5/PP1P1PPP/RNB1K1NR_b_KQq_-	Mate in 1
33600	1125.0	45.0	64012.0	64.0	2.0	https://lichess.org/analysis/r2r2k1/pb1qbppp/1p2nn2/3p1Q2/3N4/1PN1PB2/PB3PPP/2R2RK1_w_-_-	Discovered Attack
94600	1016.0	44.61	64009.0	47.0	3.0	https://lichess.org/analysis/1k3r1r/p1p2p2/2Qp4/3P4/3bRp2/6qP/PPP3P1/R6K_w_-_-	Mate in 3+
147596	1479.0	45.72	60882.0	78.0	4.0	https://lichess.org/analysis/3rqr1k/1p2b1pp/p1p1Qn2/P2pBB2/R2P2P1/8/1P2PP1P/5RK1_b_-_-	Mate in 3+
156538	924.0	44.68	62039.0	38.0	2.0	https://lichess.org/analysis/8/R6p/4p1pk/4N3/3p1P2/2r4P/6K1/8_b_-_-	Mate in 2
27247	437.0	42.62	20214.0	34.0	1.0	https://lichess.org/analysis/r2q1rk1/1bp2p2/p2pnbpR/1p6/3P1P2/2P5/PPB3PP/RNB2QK1_b_-_-	Hanging Piece
27867	676.0	79.66	39566.0	41.0	2.0	https://lichess.org/analysis/r3r1k1/p4pp1/1p2q2p/2pp4/4P3/RPP1QP1P/1P4P1/3R2K1_w_-_-	
36650	990.0	45.93	66020.0	41.0	2.0	https://lichess.org/analysis/8/8/8/5k2/P1R2p1p/6pP/4K1P1/4B1r1_b_-_-	Endgame Tactics
41116	717.0	42.54	42729.0	26.0	2.0	https://lichess.org/analysis/6k1/4pp1p/pp2q1p1/3nb3/P7/BP4NP/4QPP1/6K1_w_-_-	Discovered Attack
181739	1091.0	45.46	64686.0	54.0	2.0	https://lichess.org/analysis/r3k3/ppp3p1/2bb3p/4r3/8/3P4/PPPN2PP/R1B2RK1_w_-_-	Mating Net
183373	983.0	44.14	55410.0	38.0	1.0	https://lichess.org/analysis/2kr3r/5R1p/1N2p3/p7/3P4/2n3P1/7P/R5K1_b_-_-	Mating Net
50584	771.0	43.16	45043.0	57.0	2.0	https://lichess.org/analysis/2kB1b1r/pp3ppp/2bp4/q2np3/4P3/3Q1N2/P1P2PPP/1R3RK1_b_-_-	Hanging Piece
52015	649.0	42.35	32343.0	28.0	1.0	https://lichess.org/analysis/rn2kbnr/ppp2ppp/2qp4/4p3/4P1b1/2N2N2/PPPPBPPP/R1BQ1RK1_b_kq_-	Pin
58920	1188.0	45.04	65120.0	55.0	3.0	https://lichess.org/analysis/r2qr1k1/pp2nppp/3b4/3p1b2/3N4/3B4/PPP1QPPP/R1B1R1K1_b_-_-	Back Rank
101122	818.0	55.48	45325.0	28.0	3.0	https://lichess.org/analysis/3b1k2/2p4p/1p3p2/3P2r1/1P1pP3/3R4/r3B1PP/5RK1_w_-_-	Mate in 3+
