tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	fen	tag
40129	793.0	44.43	42575.0	39.0	1.0	https://lichess.org/analysis/5rk1/4Qp2/2p1p1pp/7B/P1r5/4P2P/1q3PP1/R1b2RK1_w_-_-	Hanging Piece
42971	1360.0	45.35	62881.0	24.0	2.0	https://lichess.org/analysis/6k1/2p3pp/2p3b1/4r3/1bN3PP/1P1P1P2/r1P4R/2KR4_w_-_-	Basic Checkmates
44074	795.0	42.69	47885.0	35.0	2.0	https://lichess.org/analysis/r3k2r/pbp2p1p/1p4p1/2b3q1/2B1Pp2/2NP2P1/PPPnQ1KP/R4R2_w_kq_-	Discovered Attack
65783	1294.0	45.96	59655.0	45.0	2.0	https://lichess.org/analysis/3r1rk1/1bpq1pp1/pbn4B/1p6/3P4/1BPQ1N2/P4PPP/4RRK1_b_-_-	Attacking Castled King
119672	1251.0	45.75	65193.0	61.0	3.0	https://lichess.org/analysis/r4rk1/pRR4p/Q4bp1/p2Pp3/3B4/q6P/P4PP1/6K1_b_-_-	Mate in 3+
755	703.0	41.68	37111.0	28.0	2.0	https://lichess.org/analysis/r2qk2r/1pp1bp2/p4pb1/3RpB1p/4N2P/5QN1/PP3PP1/2R3K1_b_kq_-_1_1	Discovered Attack
27140	1522.0	45.22	61102.0	44.0	1.0	https://lichess.org/analysis/2k2r2/6q1/1Pp4p/Q2b1p2/3p3B/5PP1/4r2P/2R3K1_b_-_-	Fork / Double Attack
28011	808.0	43.39	52151.0	28.0	2.0	https://lichess.org/analysis/2krr3/ppp1nBpp/8/2p1R3/5P2/6P1/PPP5/R5K1_b_-_-	Hanging Piece
30301	736.0	42.24	43485.0	38.0	1.0	https://lichess.org/analysis/r2qk1nr/1pp2ppp/2n5/p1b1P3/2bN4/P3BN2/1P2PPPP/R2QKB1R_b_KQkq_-	Discovered Attack
33772	889.0	43.58	57374.0	46.0	2.0	https://lichess.org/analysis/8/5pk1/P5p1/3P4/7Q/6P1/1r2qbBK/2R5_w_-_-	Mating Net
72432	1018.0	45.72	64424.0	32.0	2.0	https://lichess.org/analysis/r2q1rk1/ppbn1ppp/2p5/2P5/1P1Qn3/2N5/P4PPP/R1B2RK1_w_-_-	Skewer
91156	909.0	44.39	55174.0	35.0	2.0	https://lichess.org/analysis/4r2k/pp1q3p/7B/3p1pQ1/8/2P3P1/P1Pn1PKP/4R3_b_-_-	Mate in 2
136442	1123.0	46.07	64252.0	42.0	1.0	https://lichess.org/analysis/2k4r/pp2rppp/4p3/1B3nP1/P1P2PQ1/1P1n4/3BKq1P/1R5R_w_-_-	Mating Net
33039	1276.0	45.42	65524.0	63.0	3.0	https://lichess.org/analysis/3r3k/p2P3p/1p4pQ/2p2q2/5n2/5B1P/P5P1/4R1K1_b_-_-	Decoy / Deflection
37074	1404.0	45.1	62128.0	55.0	2.0	https://lichess.org/analysis/r3kb1r/pp1nqppb/2p1pn1p/4N3/2BP1B1P/6N1/PPP1QPP1/R3K2R_b_KQkq_-	Basic Checkmates
50414	863.0	44.76	59422.0	27.0	1.0	https://lichess.org/analysis/3r2k1/5ppp/p7/1pRb4/4q3/7P/1P2QPP1/6K1_w_-_-	Hanging Piece
54348	894.0	49.92	50948.0	43.0	1.0	https://lichess.org/analysis/3Bk2r/ppp2qpp/2n1b3/2b5/4p3/3B1N2/PPP3PP/R2Q3K_w_k_-	Hanging Piece
56402	993.0	46.14	61854.0	85.0	2.0	https://lichess.org/analysis/1k2r3/ppp3q1/3p4/6p1/1nBn2N1/5N1P/PP3PP1/RQ3K2_b_-_-	Exchange Sacrifice
60162	1399.0	45.32	63449.0	84.0	2.0	https://lichess.org/analysis/3r1rk1/1p3ppp/3qb3/p2N4/1bP5/1Q3B2/PP3PPP/3R1RK1_b_-_-	Trapped Piece
118762	873.0	45.12	46860.0	119.0	1.0	https://lichess.org/analysis/r6k/6pp/p2pN2P/1p1Pn3/4P3/1Q6/1P2R1KP/R2N1rq1_w_-_-	Mate in 1
128703	1018.0	44.31	49707.0	24.0	1.0	https://lichess.org/analysis/6r1/2pkn2Q/p1np4/1p2p2b/4P2q/2P5/PP1P1bPP/RNB1KR2_w_Q_-	Pin
136923	718.0	42.95	47102.0	30.0	1.0	https://lichess.org/analysis/1r1r1k2/1b1R4/p1n3p1/1pB1p2p/4PP2/PB5q/1PP3PP/3R2K1_b_-_-	Mate in 1
163317	946.0	44.51	55388.0	55.0	1.0	https://lichess.org/analysis/r1b1Q2k/1p4p1/p1p4p/4P3/n1P5/P2q2BP/1P4P1/R4RK1_b_-_-	Mating Net
32195	1579.0	44.98	59841.0	42.0	1.0	https://lichess.org/analysis/8/2p3pp/p2p2k1/1p1P1p2/8/2PQP2P/q1P3P1/5K2_w_-_-	Pin
65409	905.0	43.77	53798.0	39.0	2.0	https://lichess.org/analysis/r4rk1/pp1qbpp1/3p3p/2pPp3/2P3nN/3PB3/PP3PPP/R2Q1RK1_w_-_-	Hanging Piece
77852	802.0	59.45	52600.0	22.0	2.0	https://lichess.org/analysis/3r2k1/2p2ppp/4p3/6N1/8/2R1Q3/q4PPP/4K2R_w_-_-	Mate in 2
57088	640.0	42.99	47419.0	23.0	1.0	https://lichess.org/analysis/4k2R/ppp2p2/5Q2/4p3/2br2PK/3nr3/PP5P/8_b_-_-	Mate in 1
104288	1379.0	45.35	61969.0	20.0	1.0	https://lichess.org/analysis/r2qkb1r/pp4pp/2n1pn2/2pp4/2P1p3/N2BP3/PPQP1PPP/R1B1K2R_w_KQkq_-	Hanging Piece
174345	1427.0	45.34	60223.0	23.0	1.0	https://lichess.org/analysis/5b2/r6p/2n1b1p1/1Q3p2/2B2k2/1P3N2/q2P2PP/1K1R1R2_w_-_-	Mate in 1
27258	1035.0	45.4	56268.0	22.0	1.0	https://lichess.org/analysis/rnb1k1nr/ppp2ppp/8/1N2p3/1b1q1P2/8/PPPPQ1PP/R1B1KBNR_b_KQkq_-	Hanging Piece
35688	1295.0	45.47	63978.0	68.0	2.0	https://lichess.org/analysis/6k1/1pp2Bpp/pb6/8/1P1q1p2/1Q1N3P/P3bPP1/6K1_b_-_-	Decoy / Deflection
39024	1271.0	45.77	66449.0	38.0	3.0	https://lichess.org/analysis/8/p2R1pk1/1p2pp1p/2b4P/4Q1P1/2q5/P4PK1/8_b_-_-	Back Rank
102025	1028.0	44.44	57899.0	33.0	1.0	https://lichess.org/analysis/4r1k1/1pp2ppp/3p3r/p1b1nP2/2P5/1PN3qP/PBQ2PP1/R4RK1_w_-_-	Mate in 3+
122298	1491.0	45.14	60657.0	55.0	1.0	https://lichess.org/analysis/2q1r1k1/p6p/b1p1N1pQ/8/3p2rb/1P1P2P1/P1P1RP2/4R1K1_b_-_-	Attacking Castled King
143919	1411.0	45.26	56114.0	44.0	1.0	https://lichess.org/analysis/1r6/pp3kpp/1b2NB2/4pN2/4P3/5P2/nP2K1PP/3R4_b_-_-	Mating Net
187974	993.0	45.13	62475.0	43.0	3.0	https://lichess.org/analysis/6k1/5p1p/5p2/2bP1b2/1p6/1Ppp1N1P/2P2PP1/rB2RK2_w_-_-	Decoy / Deflection
86275	1398.0	45.58	59907.0	21.0	1.0	https://lichess.org/analysis/r1bq1rk1/ppp2pbp/3p2p1/4n3/2P1n3/1PN1PN2/P3BPPP/R1BQ1RK1_w_-_-	Fork / Double Attack
107782	1215.0	45.74	65355.0	25.0	3.0	https://lichess.org/analysis/r1b2rk1/pp2q1pp/n1pn1p2/3pp2Q/3P1N2/P2BP3/1PP2PPP/1K1R3R_b_-_-	Basic Checkmates
191844	850.0	44.8	58306.0	21.0	1.0	https://lichess.org/analysis/1Q1k4/p1r2Rp1/2Pqp1P1/3p4/8/8/P5PP/5K2_b_-_-	Mating Net
65784	1304.0	45.25	63433.0	40.0	2.0	https://lichess.org/analysis/5r2/1ppn2p1/2kp3p/1N2p3/P3P1PP/3R1r2/1KP5/3R4_b_-_-	Mating Net
164230	603.0	43.01	46876.0	31.0	1.0	https://lichess.org/analysis/rn3rk1/5p2/6p1/2pPP3/6R1/P1B2q2/6QP/R6K_b_-_-	
92920	1100.0	46.06	64552.0	47.0	3.0	https://lichess.org/analysis/7r/p4kp1/1q3p2/2pB4/P4Q1P/2P5/1rP2K2/4R3_b_-_-	Mate in 3+
107032	905.0	43.87	58528.0	25.0	2.0	https://lichess.org/analysis/3r1rk1/7p/pq1nNbp1/2p1p1B1/P3P2P/1Pp2Q2/6P1/R4RK1_b_-_-	Queen Sacrifice
155542	879.0	43.75	49450.0	25.0	1.0	https://lichess.org/analysis/r2qk2r/1pp1n1Bp/p1np4/3N4/2BPP3/5b2/PPP2KPP/R2Q3R_b_kq_-	Mate in 1
27276	1323.0	45.39	60640.0	39.0	1.0	https://lichess.org/analysis/2kr3r/ppp2ppp/3p1q2/2b1p1N1/2PnP1b1/3P4/PP1Q1PPP/R1B1KB1R_w_KQ_-	Vulnerable King
66274	1181.0	45.6	64029.0	29.0	2.0	https://lichess.org/analysis/rn1qkbnr/pp3ppp/2p1p3/3pP3/3P2b1/5N2/PPP2PPP/RNBQKB1R_w_KQkq_-	Decoy / Deflection
74823	1010.0	45.63	61367.0	58.0	3.0	https://lichess.org/analysis/6r1/p2P4/R4p1k/1Pb4p/5P1P/6q1/2Q4K/5R2_w_-_-	Mate in 3+
103636	845.0	43.34	51496.0	28.0	1.0	https://lichess.org/analysis/6k1/p1p4p/2n5/1p6/5p2/P1p2R1Q/4K2P/R1Bq2r1_w_-_-	Mate in 1
107115	827.0	43.88	53704.0	29.0	1.0	https://lichess.org/analysis/3k4/3P3p/p5p1/2NK4/2p2P1P/8/P7/5b2_b_-_-	Mate in 2
112982	810.0	43.32	47212.0	27.0	1.0	https://lichess.org/analysis/k4r2/p4p2/2Q1pn1p/2p3p1/2Pq4/4R3/PP3PPP/1K6_b_-_-	Mate in 1
151926	1136.0	45.79	64409.0	25.0	2.0	https://lichess.org/analysis/4r1kR/5q2/p2p4/4pQ2/8/1P6/P1P2P2/1K6_b_-_-	Mate in 2
27287	969.0	44.45	59149.0	47.0	1.0	https://lichess.org/analysis/3r2k1/2R3pp/5p2/2Q1p3/pp2P3/1b1q1BP1/5PKP/8_b_-_-	Attacking Castled King
34285	1164.0	45.59	29838.0	38.0	1.0	https://lichess.org/analysis/4r1k1/5pb1/6pp/4Pn2/4N3/4qN1P/3R2PK/3Q4_w_-_-	Fork / Double Attack
38887	1471.0	45.29	60174.0	48.0	2.0	https://lichess.org/analysis/r3kb1r/pp1nqppb/2p4p/3pN3/3P1B1P/6N1/PPP1QPP1/R4RK1_b_kq_-	Attacking Castled King
39025	1210.0	45.71	66273.0	44.0	3.0	https://lichess.org/analysis/8/p2R1pk1/1p2pp1p/2b4P/4Q1P1/2q5/P4PK1/8_b_-_-	Back Rank
41300	808.0	43.13	52851.0	45.0	2.0	https://lichess.org/analysis/r1b2rk1/pp4pp/1qp1p3/3pP1P1/4pB2/4P2P/PPPQBb2/2KR3R_w_-_-	Pin
29484	1596.0	45.05	60701.0	51.0	1.0	https://lichess.org/analysis/r5k1/p1Q2p2/6p1/3Rn3/4P3/2P2qN1/6KP/8_w_-_-	Attacking Castled King
31703	1195.0	45.57	64951.0	135.0	5.0	https://lichess.org/analysis/rn3rk1/6p1/pn3pq1/1p2p3/1B4PQ/6N1/PPP2b2/1K1R3R_b_-_-	Mate in 3+
51163	1372.0	45.39	55723.0	47.0	1.0	https://lichess.org/analysis/3r1rk1/pbq2p2/1p2p1pb/2p1n1N1/2P2N2/P3P3/2B1QPP1/1R3RK1_w_-_-	Vulnerable King
83535	1049.0	45.25	56562.0	25.0	1.0	https://lichess.org/analysis/2kr3r/ppp2ppp/2n5/4p3/4P3/1P2bP1P/PBPN4/R2K1R2_w_-_-	Hanging Piece
66358	848.0	43.26	49450.0	41.0	1.0	https://lichess.org/analysis/r1bqkb1r/pp3p2/2n1pn1p/3pB1p1/2Pp4/5NP1/PP2PPBP/RN1Q1RK1_w_kq_-	Hanging Piece
79283	1277.0	45.46	65861.0	27.0	2.0	https://lichess.org/analysis/r1b1k1nr/p1pp1ppp/1q6/p1bPp3/4P3/2N2P2/PPP1N1PP/R2QKB1R_w_KQkq_-	Basic Checkmates
167773	1169.0	46.39	62541.0	60.0	2.0	https://lichess.org/analysis/r1b1kbnr/ppp2ppp/2nq4/3N4/3pP3/3B1N2/PPP2PPP/R1BQK2R_b_KQkq_-	Fork / Double Attack
38122	641.0	43.05	48688.0	23.0	1.0	https://lichess.org/analysis/2kq4/2n2pp1/p1Q1p3/P3PbPp/3P4/2R2P2/1P4PK/8_b_-_-	Pin
46165	823.0	43.98	41432.0	55.0	1.0	https://lichess.org/analysis/2kr3r/pppq1ppp/2nbbn2/4p3/1PPpP3/P2P1N2/1B1NBPPP/R2Q1RK1_b_-_-	Trapped Piece
76596	1131.0	45.68	56708.0	63.0	1.0	https://lichess.org/analysis/Qn1q1kn1/p4p2/4r3/2bN2pp/6P1/2B2P2/PPb1B2P/2R1K2R_b_K_-	Hanging Piece
148174	1214.0	45.16	63080.0	42.0	2.0	https://lichess.org/analysis/3rk2r/ppp1np1p/8/2q1n1R1/1R2B3/5P2/P2B3P/3Q3K_w_k_-	Decoy / Deflection
27623	1083.0	45.96	63397.0	34.0	1.0	https://lichess.org/analysis/r1b1kb1r/pppp1ppp/2n1pn2/2q5/2B1P3/2NP1Q2/PPP1NPPP/R1B2RK1_w_kq_-	Hanging Piece
34748	1228.0	45.18	62895.0	103.0	3.0	https://lichess.org/analysis/4r3/6kp/pp1q1pp1/2p1nb2/P2n4/1PN1R1QP/6P1/3B1R1K_b_-_-	Fork / Double Attack
51875	929.0	44.39	62137.0	87.0	4.0	https://lichess.org/analysis/1rbq1r1k/p1ppb1pp/1p2P3/7Q/1n6/2N2N2/PPP2PPP/R1BR2K1_b_-_-	Fork / Double Attack
84571	966.0	44.23	61784.0	47.0	2.0	https://lichess.org/analysis/2r2k2/pp1r2B1/2b1p1B1/qn1p2Q1/8/P4P2/2P3PP/R3R1K1_b_-_-	Mate in 3+
148090	1096.0	45.65	63738.0	32.0	3.0	https://lichess.org/analysis/5b1r/2N3pp/1n1k2p1/2p1R3/5BP1/5P2/1PK4P/r5NR_b_-_-	Discovered Attack
28555	1103.0	45.03	64746.0	42.0	3.0	https://lichess.org/analysis/k6r/1Rp2pp1/p1P4p/3Np3/4q3/8/PPP3P1/3R2K1_b_-_-	Mate in 3+
28567	1175.0	45.69	64953.0	35.0	1.0	https://lichess.org/analysis/2kr3r/ppp2P1p/2n1p1p1/2b1q1B1/2ppN1P1/8/PPP2P1P/R2QR1K1_b_-_-	Fork / Double Attack
29360	1417.0	45.47	60654.0	19.0	1.0	https://lichess.org/analysis/q2b2k1/4r1pp/p2p4/1p1R4/1P1Q4/2P3Pb/P4P1P/3R2K1_w_-_-	Back Rank
45539	947.0	44.3	62644.0	46.0	4.0	https://lichess.org/analysis/rnbqkbnr/pp3ppp/2p5/3Pp3/5P2/8/PPPP2PP/RNBQKBNR_w_KQkq_-	Fork / Double Attack
57627	681.0	43.62	50564.0	34.0	2.0	https://lichess.org/analysis/r1b1r1k1/1pp3pp/p7/2bpN3/8/P7/1PPP1PPP/R1B2RK1_w_-_-	Fork / Double Attack
157091	1259.0	45.68	62585.0	56.0	2.0	https://lichess.org/analysis/rn2kbnr/pp3ppp/2p1p1b1/8/1q1P1BP1/P1NB1N1P/1PP2P2/R2QK2R_b_KQkq_-	Trapped Piece
97564	1014.0	45.21	61144.0	39.0	1.0	https://lichess.org/analysis/r1bq1rk1/ppp3pp/8/2p2p2/3Nn3/B1P5/P1P2PPP/R2QR1K1_w_-_-	Hanging Piece
105607	865.0	43.97	50618.0	27.0	1.0	https://lichess.org/analysis/1r4k1/1pp1Rpbp/p5p1/8/8/2P4P/1P1Q2P1/q1K4R_w_-_-	Hanging Piece
132337	971.0	44.34	60674.0	21.0	1.0	https://lichess.org/analysis/4k2r/5q1p/Q3pb2/6p1/1B1p3n/P2P4/5PPP/5RK1_b_-_-	Mate in 1
150229	903.0	44.11	56478.0	48.0	2.0	https://lichess.org/analysis/r4rk1/p1pb2pp/4p3/2Ppqp2/8/P1PB4/2Q3PP/R4R1K_b_-_-	Trapped Piece
163842	1295.0	45.55	62999.0	40.0	2.0	https://lichess.org/analysis/R3Q1nk/2p5/3p3p/1p1Pb3/6PB/4p2P/7q/6K1_w_-_-	Mate in 2
29137	686.0	42.07	38829.0	29.0	1.0	https://lichess.org/analysis/r4r2/pppqNpkp/3p4/4p1Q1/3nP3/3P1b2/PPP2PPP/R4RK1_b_-_-	Mate in 1
127926	1258.0	45.5	60122.0	44.0	1.0	https://lichess.org/analysis/r4rk1/3R3p/p2Qppp1/qp1b2N1/5P2/1P6/P1P3PP/1K5R_b_-_-	Mate in 3+
29236	1385.0	45.27	62326.0	29.0	2.0	https://lichess.org/analysis/8/6pk/8/3p1R2/pp3QP1/7P/P5PK/4q1b1_w_-_-	Basic Checkmates
42917	856.0	43.84	53630.0	16.0	1.0	https://lichess.org/analysis/8/5k2/P1K5/4r1Pp/8/1R6/8/8_b_-_-	Pin
50133	1467.0	45.21	55436.0	36.0	1.0	https://lichess.org/analysis/r1b2rk1/pp1pppbp/2n3pn/q1P1P3/2B1N3/5N1P/PPP2PP1/R1BQ1RK1_b_-_-	Decoy / Deflection
83417	1183.0	45.3	60184.0	34.0	1.0	https://lichess.org/analysis/7k/p5p1/2p5/2P5/1PQp4/P3q2n/1N5P/B6K_w_-_-	Attacking Castled King
87690	767.0	45.14	48759.0	37.0	2.0	https://lichess.org/analysis/r7/ppp1kppp/2b5/Q7/3RpP2/6PP/1qP1P2K/3R4_b_-_-	Back Rank
91989	1447.0	45.25	59438.0	39.0	2.0	https://lichess.org/analysis/r3k2r/pbppqppp/1p3n2/2b1n3/5B2/P4Q1P/1PP2PP1/RN2KBNR_w_KQkq_-	Basic Checkmates
124001	849.0	43.94	51706.0	21.0	1.0	https://lichess.org/analysis/2r3rk/p5p1/1pp4p/7Q/q2B2PP/2PP1PR1/1P1K4/8_b_-_-	Pin
161634	1107.0	45.44	63602.0	44.0	2.0	https://lichess.org/analysis/rn5r/1p1b4/k1p5/Pp3p2/3PpQ2/2P5/1BK1BRqp/R7_b_-_-	Mate in 3+
185366	845.0	43.37	51897.0	23.0	1.0	https://lichess.org/analysis/r2k2B1/pbpp4/8/1p2Pp1P/3P1n2/6P1/2P4P/3R1R1K_w_-_-	Mate in 1
761	1352.0	45.41	63726.0	27.0	2.0	https://lichess.org/analysis/2r3Rk/3r1p1p/1p2pP2/p2pPp1P/P2P1Q2/8/4B1PK/2q5_b_-_-_1_1	Back Rank
26844	935.0	44.07	61940.0	50.0	2.0	https://lichess.org/analysis/r3kb1r/p2bpppp/5n2/q1p1p3/N3P3/2PB1N1P/P4PP1/1R1Q1RK1_w_kq_-	Hanging Piece
45544	1271.0	45.66	63445.0	59.0	4.0	https://lichess.org/analysis/2krq2r/1pp3pp/p3bp2/P3p3/8/b1BP2P1/4PPBP/1R1Q1RK1_b_-_-	Fork / Double Attack
64096	816.0	43.51	51488.0	47.0	2.0	https://lichess.org/analysis/r3r1k1/pp3Qpp/n1p5/6N1/2B1n2q/1P5b/P1P2P1P/R1B1K2R_b_KQ_-	Queen Sacrifice
76934	1310.0	45.41	62254.0	51.0	4.0	https://lichess.org/analysis/8/8/5p2/4p3/Np2Pk1p/p4PpP/r5P1/1R3K2_w_-_-	Pawn Promotion
175337	1211.0	46.06	64524.0	34.0	3.0	https://lichess.org/analysis/r2qbr2/1p1n1kp1/p3p1B1/3pP1Q1/8/4P2R/PP1N2PP/2R3K1_b_-_-	Mate in 3+
27053	430.0	75.95	40339.0	30.0	2.0	https://lichess.org/analysis/2kr3r/ppp2ppp/8/2b1p3/3nB3/1P2B1Pb/P1P2P1P/RN1R2K1_w_-_-	Mate in 2
132856	664.0	43.17	49541.0	21.0	1.0	https://lichess.org/analysis/1r3rkn/4bp2/2q1pN1Q/P1n1P2P/8/3P2P1/2p2P1K/R3R3_b_-_-	Mating Net
158317	892.0	44.27	57094.0	32.0	2.0	https://lichess.org/analysis/r2qkb1r/p1p2ppp/2pp4/4p3/4P1b1/3P1N2/PPP2P2/RNBQ1RK1_w_kq_-	Simplification
183506	733.0	43.57	54477.0	31.0	2.0	https://lichess.org/analysis/8/8/2R4p/5K1k/p3p3/P2r2P1/7P/8_b_-_-	Mate in 2
80049	939.0	43.27	53253.0	35.0	1.0	https://lichess.org/analysis/r1bq1b1r/ppp1kQpp/8/3Bp3/3n4/P1N5/1P1P1PPP/R1BK3R_b_-_-	Mating Net
132851	983.0	44.02	60458.0	44.0	2.0	https://lichess.org/analysis/r2qk2r/2p2R1p/p2p4/2pPp3/3bN3/6P1/PPP3K1/R4Q2_b_kq_-	Hanging Piece
158640	1341.0	45.24	63881.0	58.0	2.0	https://lichess.org/analysis/6k1/p4p1p/1PQ1pbp1/1P6/n7/3qPN1P/5PP1/5RK1_b_-_-	Fork / Double Attack
174600	1062.0	46.4	61710.0	54.0	2.0	https://lichess.org/analysis/r2q1rk1/p4ppp/1pp5/n2b4/4P3/3Q1N2/PP2BPPP/3R1RK1_b_-_-	Discovered Attack
39647	1487.0	44.97	57683.0	44.0	1.0	https://lichess.org/analysis/N7/pp1b2k1/3b2p1/3Pq3/2p1BpP1/5Q2/P5NK/8_w_-_-	Sacrifice
43193	681.0	42.92	43181.0	37.0	1.0	https://lichess.org/analysis/r4rk1/2pb1ppp/pbN2q2/4p3/3P4/2P5/PP3PPP/RN1Q1RK1_w_-_-	Hanging Piece
45000	944.0	44.65	60081.0	19.0	1.0	https://lichess.org/analysis/r2qr3/p1p4p/1p1k1pp1/1B1QpP2/1P6/8/P1P3PP/R3R1K1_b_-_-	Basic Checkmates
77081	1154.0	44.61	61611.0	41.0	2.0	https://lichess.org/analysis/1k1r3r/1pp3Qp/8/2q1Rp2/P1p5/2Pb1PP1/6BP/R6K_b_-_-	Zwischenzug
132791	629.0	44.24	37042.0	43.0	1.0	https://lichess.org/analysis/6r1/1pp1qkN1/p1pb1p1r/4p2P/4P1Q1/8/PPP1NP2/R3K1R1_b_Q_-	Mate in 1
143770	1013.0	44.31	59713.0	25.0	1.0	https://lichess.org/analysis/3rn1k1/p4pp1/1q1p3p/2p1p3/4P3/1PB4P/P1PQ1PP1/3R3K_b_-_-	Skewer
157456	1177.0	45.48	64304.0	47.0	2.0	https://lichess.org/analysis/r2q1r2/4b2k/2pp2p1/1p2p3/1n1Pn2P/PB2BN2/4QP2/R3K1R1_b_Q_-	Pin
175386	1359.0	45.67	63418.0	60.0	2.0	https://lichess.org/analysis/r6k/pp4nP/n2p4/2pPp3/2P1q1P1/P2B3Q/1P3r2/1K1R2NR_b_-_-	Interference
185935	826.0	44.42	51650.0	26.0	1.0	https://lichess.org/analysis/1rr2k2/pp1qbp2/3p1B1Q/2pbp3/4P3/3P1P2/PPP2P1K/R5R1_b_-_-	Mate in 2
26803	621.0	42.09	44599.0	29.0	1.0	https://lichess.org/analysis/6k1/p1p3pp/2b4q/1p4N1/2p2PP1/2Pr3P/PP2Q2K/6R1_b_-_-	Fork / Double Attack
29199	1421.0	45.26	61087.0	39.0	2.0	https://lichess.org/analysis/3rrk2/2p2pR1/p4n1q/1p1PpP2/2p4P/3P1BQ1/PPP5/6RK_b_-_-	Sacrifice
36913	1182.0	45.64	64748.0	41.0	1.0	https://lichess.org/analysis/8/1p4k1/6Bp/5K1P/1P3P2/8/4b3/8_b_-_-	Pawn Promotion
67433	733.0	43.68	50428.0	22.0	1.0	https://lichess.org/analysis/1r2r3/1b4pp/pR6/3pkp2/3Np3/2P2PP1/PP5P/4R1K1_b_-_-	Mate in 1
118003	928.0	44.28	61643.0	60.0	4.0	https://lichess.org/analysis/3q1k2/1b3Pp1/p5Qp/1p6/4p3/1P1r3P/P5P1/5R1K_w_-_-	Attacking Castled King
147904	1086.0	45.37	62646.0	22.0	1.0	https://lichess.org/analysis/8/pp3p2/3k2pp/3p4/PP3K2/3N1PPP/6n1/8_w_-_-	Mate in 1
27745	907.0	44.95	62453.0	37.0	2.0	https://lichess.org/analysis/r7/p2nprbk/7p/2p3pP/2qPN3/1R2B3/P1P2PP1/K1Q4R_w_-_-	Fork / Double Attack
33899	1353.0	45.43	62767.0	34.0	1.0	https://lichess.org/analysis/5k2/p4p1p/3p4/3P1r2/P5N1/1pr2B1P/4R1PK/8_w_-_-	Sacrifice
60829	1107.0	45.81	62285.0	82.0	2.0	https://lichess.org/analysis/r3kbnr/pp1b1ppp/1q2p3/1N1p4/8/3BB3/PP3PPP/R2QR1K1_b_kq_-	Decoy / Deflection
65677	1516.0	44.81	54174.0	53.0	1.0	https://lichess.org/analysis/4k1nr/ppp2ppp/2n1p3/b7/QPq1b3/P5P1/3NPPBP/R1B2K1R_b_k_-	Vulnerable King
76060	915.0	43.96	58567.0	39.0	2.0	https://lichess.org/analysis/rn1qkb1r/p4pp1/2b2n2/2p1NQp1/p1B5/1PP5/5PPP/RN2K2R_b_KQkq_-	Attacking f7/f2
100514	907.0	44.0	49752.0	25.0	1.0	https://lichess.org/analysis/2Qb3k/3P2pp/4K3/p4p2/3B1P2/6P1/7P/7q_b_-_-	Back Rank
31382	1322.0	45.35	62442.0	67.0	3.0	https://lichess.org/analysis/5rk1/6pp/pb1rp3/1q3n2/1PR2PN1/P2P4/1B2Q1PP/5R1K_w_-_-	Sacrifice
33167	896.0	44.39	57124.0	44.0	2.0	https://lichess.org/analysis/4r1k1/5p2/p5pp/3Pq3/1n1p2Q1/3b4/PP1KB3/R5R1_w_-_-	Mate in 2
40665	728.0	44.21	48060.0	62.0	3.0	https://lichess.org/analysis/5k2/pp1bpNbp/3p2p1/4P3/4nPP1/1P6/P2R4/1K4R1_w_-_-	Fork / Double Attack
42995	719.0	42.13	47697.0	18.0	1.0	https://lichess.org/analysis/5k2/pB3p2/1P4pp/P7/1b1p4/7P/2P2P2/1K6_b_-_-	Pawn Promotion
139792	869.0	45.18	62016.0	42.0	2.0	https://lichess.org/analysis/r2qkb1r/pp3ppp/8/2p1n1N1/4Q3/8/PPPP2PP/R1B2RK1_b_kq_-	Fork / Double Attack
152855	857.0	44.47	57639.0	24.0	1.0	https://lichess.org/analysis/r1b1k2r/ppp2ppp/1b6/4p1q1/1P1nP3/P4PNP/1B1P4/RN1QKBR1_w_Qkq_-	Mate in 1
39810	1078.0	45.81	62459.0	83.0	4.0	https://lichess.org/analysis/5k2/pQ3p2/1p4pp/5q2/3P4/2P2PP1/PR3PK1/4r3_w_-_-	Vulnerable King
44000	994.0	43.81	60386.0	30.0	2.0	https://lichess.org/analysis/rnbqkb1r/ppp2ppp/5n2/3Pp3/2p1P3/2N5/PP3PPP/R1BQKBNR_b_KQkq_e3	Fork / Double Attack
50423	1290.0	45.5	65062.0	49.0	2.0	https://lichess.org/analysis/rnb1k2r/ppp1nppp/4pq2/3P4/1b2P3/1PN2N2/PB1P1PPP/R2QKB1R_b_KQkq_e3	Decoy / Deflection
73966	632.0	44.55	60569.0	41.0	3.0	https://lichess.org/analysis/r3kq2/p6p/2p1b1p1/2n1p3/4P3/5Q2/3R1PPP/3R2K1_b_q_-	Sacrifice
90119	1076.0	44.38	49941.0	42.0	1.0	https://lichess.org/analysis/r3k2r/p1p2p1p/6pQ/2q5/8/P1Kb1B2/1BP3PP/R6n_w_-_-	Mating Net
118123	1105.0	45.79	62873.0	25.0	2.0	https://lichess.org/analysis/6k1/7p/p5p1/2p5/8/PP6/2q2r1P/1R2Q2K_w_-_-	Attacking Castled King
