tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	fen	count	Duplicate with	FULL	tags	Problem ID	Cluster
39131	1755.0	45.02	48673.0	21.0	2.0	https://lichess.org/analysis/2kr1b1r/pp1n1pp1/2p1pq1p/5b2/2BP1B1P/2P2QNR/PP3PP1/4RK2_b_-_-	3267		 16. ... Bxh3 17. Qxc6+ bxc6 18. Ba6#	Attacking Castled King	39131.0	6.0
61752	1313.0	45.96	61820.0	36.0	2.0	https://lichess.org/analysis/r1bqr1k1/pp3p1p/2p3p1/3pN3/3PP3/1Q6/PP3PPP/2R2RK1_b_-_-	3267		 17. ... Rb8 18. Nxc6 bxc6 19. Qxb8	Fork / Double Attack	61752.0	7.0
73078	825.0	47.38	35502.0	48.0	2.0	https://lichess.org/analysis/r1b2rk1/p3pp2/2p3pQ/8/2B5/8/PqP3PP/3R1R1K_b_-_-	3267		 20. ... Qg7 21. Bxf7+ Qxf7 22. Rxf7	Back Rank	73078.0	5.0
85933	718.0	42.25	45965.0	28.0	2.0	https://lichess.org/analysis/r2q1rk1/p1p2p1p/1p1pb1pQ/n3p3/3PP3/2P2N1B/PP3PPP/3RR1K1_b_-_-	3267		 18. ... Bxh3 19. Ng5 Qxg5 20. Qxg5			0.0
90655	1399.0	45.14	62213.0	73.0	2.0	https://lichess.org/analysis/r3kbnr/pQpbqppp/8/1B6/1n2NB2/8/PPP2PPP/R3K1NR_b_KQkq_-	3267		 9. ... Bxb5 10. Qxa8+ Qd8 11. Qxd8+	Hanging Piece	90655.0	7.0
149140	705.0	43.65	35519.0	38.0	1.0	https://lichess.org/analysis/r6k/3p1p2/p1nb3p/3Q2N1/1p4R1/6PP/PPP3PK/5q2_b_-_-	3267		 38. ... Bxg3+ 39. Rxg3	Hanging Piece	149140.0	13.0
47446	748.0	41.93	45128.0	34.0	2.0	https://lichess.org/analysis/2k1r3/p2r3p/b2p2p1/2pPn3/B1P1PR2/8/P2N2PP/2R3K1_b_-_-	3266		 24. ... Rf7 25. Rxf7 Nxf7 26. Bxe8	Hanging Piece	47446.0	13.0
67502	1405.0	45.62	64571.0	73.0	3.0	https://lichess.org/analysis/rnb1kb1r/ppp2ppp/3p1nq1/4p3/2BPP3/2N2Q2/PPP2PPP/R1B1K1NR_w_KQkq_-	3266		 6. Be3 Bg4 7. Qg3 Nh5 8. Qh4 Be7	Trapped Piece	67502.0	6.0
83667	646.0	43.17	38516.0	22.0	1.0	https://lichess.org/analysis/7k/R7/8/8/2p2NnP/P3p1P1/1Pb5/K2r4_w_-_-	3266		 44. Ka2 Bb3#	Mate in 1	83667.0	13.0
123879	1341.0	45.71	62972.0	59.0	3.0	https://lichess.org/analysis/1r4k1/1p1r1qpp/2Bbb3/B7/P1P2P2/1Q6/1P2P2P/3R1R1K_b_-_-	3266		 28. ... Bxc4 29. Qxc4 Qxc4 30. Bd5+ Qxd5+ 31. Rxd5	Queen Sacrifice	123879.0	7.0
130383	972.0	44.11	47674.0	52.0	1.0	https://lichess.org/analysis/r4b1r/p1pk2pp/1p1pbn2/4p3/2Pn2P1/P1NP3P/RP2NP2/2BK1B1R_w_-_-	3266		 14. Nb5 Nxb5	Pin	130383.0	20.0
31366	1676.0	45.01	53185.0	46.0	2.0	https://lichess.org/analysis/b3q1k1/2p1rpbQ/3p4/1p1Bn1N1/4P3/6R1/1P3PPP/6K1_b_-_-	3265		 24. ... Kf8 25. Qh8+ Bxh8 26. Nh7#	Queen Sacrifice	31366.0	10.0
32583	783.0	43.25	48270.0	59.0	2.0	https://lichess.org/analysis/r3kb1r/p2npp1p/2p3p1/1p2P3/2N3b1/1P3N2/P1P1KPPP/R1B4R_w_kq_b6	3265		 13. h3 Bxf3+ 14. Kxf3 bxc4	Hanging Piece	32583.0	15.0
46195	1549.0	45.02	57949.0	124.0	6.0	https://lichess.org/analysis/4r3/1k2b3/2qpQ3/1pp1p3/1n2P3/R3PN1P/1P1KN1r1/R7_b_-_-	3265		 28. ... Qxe4 29. Qd7+ Kb6 30. Qa7+ Kc6 31. Ra6+ Nxa6 32. Rxa6+ Kd5 33. Qb7+ Ke6 34. Qxe4	Exchange Sacrifice	46195.0	6.0
55824	690.0	42.08	42631.0	22.0	2.0	https://lichess.org/analysis/rnb1kb1r/ppp1pppp/5n2/8/2qPP3/2N5/PP3PPP/R1BQKBNR_b_KQkq_e3	3265		 5. ... Qc6 6. Bb5 Qxb5 7. Nxb5	Pin	55824.0	15.0
107726	997.0	43.44	51581.0	41.0	3.0	https://lichess.org/analysis/r2k4/p1pbrppR/2p5/1pN1P3/6n1/4P3/PPP3P1/2KR4_b_-_-	3265		 17. ... Nxe3 18. Rh8+ Re8 19. Rxd7+ Kc8 20. Rxe8#	Back Rank	107726.0	15.0
146616	1241.0	46.39	62904.0	23.0	2.0	https://lichess.org/analysis/5rk1/6p1/p2p3p/2pPp3/B1P1np2/P2Q2Pq/5P2/5RK1_w_-_-	3265		 32. Qxe4 f3 33. Qxf3 Rxf3	Mating Net	146616.0	7.0
158336	1804.0	45.0	37897.0	26.0	1.0	https://lichess.org/analysis/4k3/2P4R/3K4/1p6/p7/P7/8/1nr5_b_-_-	3265		 62. ... Rc6+ 63. Kxc6	Hanging Piece	158336.0	10.0
177757	545.0	41.51	36104.0	35.0	2.0	https://lichess.org/analysis/r1b1k2r/pppn1pp1/3p2np/4p1N1/2B1P3/3PP2P/PPP3P1/RN3RK1_b_kq_-	3265		 11. ... Ne7 12. Bxf7+ Kd8 13. Ne6#	Mate in 2	177757.0	15.0
42381	718.0	43.13	40091.0	38.0	1.0	https://lichess.org/analysis/r2q1rk1/pp3ppp/2np4/2pN1QbP/4P3/P2P1B2/1PP3P1/1K1R3R_b_-_-	3264		 20. ... Ne7 21. Qxg5	Hanging Piece	42381.0	20.0
48558	780.0	42.39	48874.0	39.0	3.0	https://lichess.org/analysis/rnb1kb1r/pp2pppp/2pp1n2/7q/4P3/P1N4P/1PPPBPP1/R1BQK1NR_b_KQkq_-	3264		 6. ... Bg4 7. Bxg4 Nxg4 8. Qxg4 Qxg4 9. hxg4	Hanging Piece	48558.0	15.0
61473	1207.0	46.03	60586.0	45.0	2.0	https://lichess.org/analysis/r1bqk2r/pp1p1p1p/2N1p1p1/8/4n3/2P1B3/P1P1BPPP/R2Q1RK1_b_kq_-	3264		 10. ... bxc6 11. Qd4 O-O 12. Qxe4	Fork / Double Attack	61473.0	7.0
85611	565.0	41.75	38577.0	35.0	2.0	https://lichess.org/analysis/r1b1k3/pppp1pp1/4p2r/2b4p/4PB2/2NPnNPP/PPnQBq2/R1K1R3_w_q_-	3264		 14. Bxe3 Bxe3 15. Kxc2 Bxd2	Pin	85611.0	13.0
137605	1191.0	46.12	61997.0	44.0	2.0	https://lichess.org/analysis/4r3/3q2kp/2pP2p1/Qp3p2/8/1P4P1/P2R1PKP/8_b_-_-	3264		 31. ... Re6 32. Qc7 Re7 33. dxe7	Decoy / Deflection	137605.0	7.0
35763	1694.0	44.98	50415.0	43.0	1.0	https://lichess.org/analysis/r4r2/2b3k1/2p3pN/p3p1P1/2PpQ3/P2P3P/1P3q2/R3R1K1_w_-_-	3263		 28. Kh1 Rf3	Mate in 3+	35763.0	10.0
40339	686.0	43.76	39463.0	43.0	1.0	https://lichess.org/analysis/r1bqkbnr/pppp3p/2n2p2/3Np1p1/2B1P3/5N2/PPPP1PPP/R1BQK2R_b_KQkq_-	3263		 5. ... Nd4 6. Nxd4			0.0
45419	1118.0	45.72	65751.0	51.0	2.0	https://lichess.org/analysis/1r4k1/p1qN1p1p/5Pp1/8/8/b1P4P/3Q1PP1/4R1K1_b_-_-	3263		 30. ... Bf8 31. Nxf8 Qxc3 32. Qxc3	Endgame Tactics	45419.0	7.0
77898	1029.0	44.43	62021.0	29.0	2.0	https://lichess.org/analysis/8/5pk1/3P2p1/4PP1p/4P1rP/4K3/8/8_b_-_-	3263		 52. ... gxf5 53. d7 Rxe4+ 54. Kd3	Pawn Promotion	77898.0	15.0
88099	685.0	42.48	44438.0	45.0	2.0	https://lichess.org/analysis/r2qk2r/pQ1nbppp/3P1n2/8/6b1/8/PP2PPBP/RNB1K1NR_b_KQkq_-	3263		 10. ... Bxd6 11. Qxa8 Qxa8 12. Bxa8			0.0
135959	1282.0	45.62	62764.0	69.0	4.0	https://lichess.org/analysis/r5k1/pqp4p/3r2p1/4Qp2/3n4/2NP4/PPP2PPP/R4RK1_w_-_-	3263		 21. Qf4 Qxb2 22. Qd2 Qxc3 23. Qxc3 Ne2+ 24. Kh1 Nxc3	Queen Sacrifice	135959.0	6.0
139676	1013.0	44.82	59185.0	38.0	2.0	https://lichess.org/analysis/7r/2k4p/2q3p1/2prP1b1/3P4/1Q1R4/PP3PPP/4R1K1_w_-_-	3263		 25. e6 c4 26. Qxc4 Qxc4	Fork / Double Attack	139676.0	5.0
175618	897.0	45.66	56962.0	23.0	1.0	https://lichess.org/analysis/2kr3r/pppb1p2/B7/5Npp/1Q1pNnP1/1P1P1P2/P1P4q/R1K2R2_b_-_-	3263		 27. ... bxa6 28. Ne7#	Basic Checkmates	175618.0	19.0
176462	804.0	42.55	41387.0	33.0	1.0	https://lichess.org/analysis/r1bqkb1r/pppn1pp1/4pn1p/3pN1B1/3P4/2N5/PPP1PPPP/R2QKB1R_w_KQkq_-	3263		 6. e3 hxg5	Hanging Piece	176462.0	13.0
81273	1106.0	45.59	61997.0	38.0	2.0	https://lichess.org/analysis/1r6/1r3p1k/p1p2q2/2ppp1p1/P3P1bp/1P1PRPnP/2PRN1PK/4Q3_w_-_-	3262		 32. fxg4 Nf1+ 33. Kg1 Nxe3	Fork / Double Attack	81273.0	7.0
89141	704.0	41.98	42092.0	22.0	1.0	https://lichess.org/analysis/1k1r4/ppp1bpRb/8/4N3/3P1P2/2P5/PP6/2K5_b_-_-	3262		 26. ... Bf5 27. Rxf7	Fork / Double Attack	89141.0	15.0
40181	653.0	41.7	36033.0	58.0	2.0	https://lichess.org/analysis/r2r2k1/p3b1pp/5p2/1p6/1P2p3/P1Pb4/1B3PPP/1NRR2K1_w_-_-	3261		 34. Nd2 Be2 35. Re1 Rxd2	Remove the Defender	40181.0	13.0
45888	1068.0	44.41	60152.0	59.0	4.0	https://lichess.org/analysis/rn3k2/pbp1q1b1/1p3npp/4P3/2B5/2N5/PPP3PP/R1BQ1RK1_b_-_-	3261		 16. ... Qxe5 17. Qd8+ Qe8 18. Rxf6+ Bxf6 19. Qxf6+ Qf7 20. Qxf7#	Mate in 3+	45888.0	15.0
55173	1472.0	45.07	53878.0	69.0	3.0	https://lichess.org/analysis/r4rk1/4bpp1/7p/p3N3/q1bP4/1R1Q4/1P3PPP/2R3K1_w_-_-	3261		 26. Qxc4 Rac8 27. Nc6 Rxc6 28. Qxc6 Qxb3	Back Rank	55173.0	6.0
168292	1610.0	45.11	58816.0	62.0	3.0	https://lichess.org/analysis/5r2/5pk1/4p1p1/2q3P1/p1p1QR2/2Pn2K1/8/5R2_w_-_-	3261		 45. Qd4+ e5 46. Qxc5 exf4+ 47. Rxf4 Nxc5	Vulnerable King	168292.0	6.0
81897	1279.0	45.6	60264.0	87.0	2.0	https://lichess.org/analysis/1k2r2r/ppp2pb1/3p2p1/1q3nBp/1P6/2P2N1Q/P4PPP/R2R2K1_w_-_-	3260		 20. Nd4 Nxd4 21. cxd4 Qxg5	Discovered Attack	81897.0	7.0
97445	939.0	43.71	58006.0	71.0	5.0	https://lichess.org/analysis/2r3k1/pQ3ppp/1p6/1Pr1p3/P2pNq2/3n1N2/6PP/R5K1_w_-_-	3260		 30. Nxc5 Qe3+ 31. Kh1 Nf2+ 32. Kg1 Nh3+ 33. Kh1 Qg1+ 34. Nxg1 Nf2#	Basic Checkmates	97445.0	15.0
133181	1013.0	43.37	52014.0	53.0	2.0	https://lichess.org/analysis/8/8/6pk/P1Q4p/3p4/1P4PK/2P1nr2/8_w_-_-	3260		 50. a6 Ng1+ 51. Kh4 Rh2#	Mate in 2	133181.0	15.0
43208	933.0	43.5	47907.0	75.0	3.0	https://lichess.org/analysis/r2r2k1/2p2p1p/4n1p1/p7/PpQ1Pq2/1P1R3B/3N3P/2K2R2_b_-_-	3259		 28. ... Qxh2 29. Bxe6 Rxd3 30. Bxf7+ Kg7 31. Qxd3			0.0
107353	757.0	43.63	46669.0	38.0	3.0	https://lichess.org/analysis/6r1/p2p3k/1p2q2p/5p2/1P5R/2P5/P2Q3P/7K_w_-_-	3259		 40. a4 Qc6+ 41. Re4 Qxe4+ 42. Qg2 Qxg2#	Mate in 3+	107353.0	15.0
130267	805.0	43.01	48435.0	38.0	3.0	https://lichess.org/analysis/r1b2rk1/pp2npbp/4p1p1/1BqpP3/5P2/1QP5/PP1N1nPP/RNB2R1K_w_-_-	3259		 14. Kg1 Nh3+ 15. Kh1 Qg1+ 16. Rxg1 Nf2#	Mate in 3+	130267.0	15.0
151749	671.0	42.56	41293.0	31.0	1.0	https://lichess.org/analysis/1r3r2/2p3k1/3p3p/3Ppp2/1P1N2pP/2pP2P1/1qK1Q1P1/4R2R_w_-_-	3259		 30. Kd1 Qb1#	Mate in 1	151749.0	13.0
808	1317.0	45.22	68753.0	75.0	3.0	https://lichess.org/analysis/r1b1qr2/5p1p/2p1pBk1/p1PpP3/P2N1P2/2P3R1/6PP/3n2K1_b_-_-_1_4	3258		 1. ... Kh6 2. Bg7+ Kh5 3. Rg5+ Kh4 4. Nf3#	Mate in 3+	808.0	6.0
37891	1568.0	45.01	57055.0	43.0	1.0	https://lichess.org/analysis/2rk4/NR3ppp/8/2PpKP2/1P6/7P/1r2b3/7R_b_-_-	3258		 36. ... Rxc5 37. Kd6	Back Rank	37891.0	6.0
80829	1162.0	45.74	64198.0	47.0	3.0	https://lichess.org/analysis/r2q3r/pp1k4/2np1b1p/2p1P2B/2b1P3/6B1/PP4PN/R2Q1RK1_b_-_-_0_1	3258		 1. ... Bxf1 2. Qxd6+ Kc8 3. Bg4+ Qd7 4. Qxd7+	Mate in 3+	80829.0	15.0
94637	664.0	41.96	40284.0	29.0	1.0	https://lichess.org/analysis/r1bk3r/1ppq2pp/8/p2Np2Q/3n4/1B1P4/PPP2PPP/R3K2R_w_KQ_-	3258		 16. Qxe5 Re8	Pin	94637.0	15.0
149612	1185.0	45.84	62654.0	30.0	3.0	https://lichess.org/analysis/r3r1k1/1p1q1pbp/3p2p1/3P2P1/p3NQ2/P1PR1P2/1P5P/1K5R_b_-_-	3258		 26. ... Be5 27. Qxe5 Rxe5 28. Nf6+ Kg7 29. Nxd7	Queen Sacrifice	149612.0	7.0
188730	622.0	41.95	41447.0	33.0	2.0	https://lichess.org/analysis/rnbqk2r/ppp3Rp/8/2b1N3/3P4/4p3/PPP3PP/RN1Q2K1_b_-_-	3258		 12. ... Bxd4 13. Qh5+ Kf8 14. Qf7#	Mate in 2	188730.0	12.0
192641	947.0	44.14	59896.0	32.0	2.0	https://lichess.org/analysis/r4rk1/1b1p1pp1/p1q5/7Q/3B1n2/2Pp3P/PP1N1RP1/R5K1_w_-_-	3258		 25. Qg5 Nxh3+ 26. gxh3 Qh1#	Basic Checkmates	192641.0	5.0
43794	589.0	41.12	33894.0	26.0	1.0	https://lichess.org/analysis/r1q1r1k1/p1p3pp/2n2b2/1p3p2/1PbP4/5NNP/P1Q1BPP1/3RR1K1_b_-_-	3256		 20. ... Nxb4 21. Bxc4+	Fork / Double Attack	43794.0	13.0
44263	431.0	40.71	29769.0	21.0	1.0	https://lichess.org/analysis/2k5/1pp5/p2b3q/2p1pb1r/6p1/P2P2P1/1PP2RRP/5QNK_b_-_-	3256		 25. ... e4 26. Rxf5	Hanging Piece	44263.0	15.0
58524	787.0	41.93	38799.0	60.0	2.0	https://lichess.org/analysis/r2q1rk1/pb2b1pp/8/3n4/2PQ1p2/1P6/P2P1PPP/RNB2RK1_w_-_-	3256		 17. Bb2 Bf6 18. Qe4 Bxb2	Skewer	58524.0	13.0
59093	734.0	43.34	45062.0	35.0	2.0	https://lichess.org/analysis/rnbqk1nr/pppp1ppp/8/8/1bB1P3/8/PB3PPP/RN1Q1KNR_b_kq_-	3256		 6. ... Nh6 7. Bxg7 Rg8 8. Bxh6	Fork / Double Attack	59093.0	15.0
84659	1160.0	45.99	64605.0	47.0	2.0	https://lichess.org/analysis/1r2r1k1/p4ppp/8/8/2p3q1/P1KQ1N2/1P3PPP/R6R_w_-_-	3256		 21. h3 Rb3+ 22. Kc2 cxd3+	Attacking Castled King	84659.0	7.0
130688	1155.0	46.16	62421.0	47.0	3.0	https://lichess.org/analysis/r6r/pk6/1P1q2p1/1Pp1p2p/2Pp4/1Q6/3P1PPP/RR4K1_b_-_-	3256		 26. ... axb6 27. Qf3+ Kc7 28. Rxa8 Rxa8 29. Qxa8	Skewer	130688.0	7.0
60613	722.0	42.04	42050.0	28.0	2.0	https://lichess.org/analysis/r3k2r/pppnqppp/3p4/3P4/Q1P1PPP1/8/PP1K3P/R4B1R_b_kq_-	3255		 18. ... Qxe4 19. Re1 Qxe1+ 20. Kxe1	Pin	60613.0	15.0
62549	736.0	43.28	47910.0	55.0	3.0	https://lichess.org/analysis/r5k1/2p3bp/3q1pbp/2Pp4/Pp2p3/1Q4PP/NPP1P1BK/3R4_b_-_-	3255		 24. ... Qxc5 25. Rxd5 Qf8 26. Rd8+ Bf7 27. Rxf8+	Discovered Attack	62549.0	15.0
126515	1450.0	45.46	63929.0	53.0	3.0	https://lichess.org/analysis/5rk1/6pp/R1p1p3/1p1pP1rb/1P6/2N2P1P/2P3P1/4R1K1_w_-_-	3255		 26. Rxc6 Bxf3 27. g4 d4 28. Rxe6 dxc3	Discovered Attack	126515.0	7.0
146320	841.0	43.98	49899.0	22.0	2.0	https://lichess.org/analysis/r3n3/5kp1/p4p2/1p1r4/3pqB1P/1P4Q1/1P1R2P1/4R1K1_b_-_-	3255		 37. ... Qg6 38. Re7+ Kxe7 39. Qxg6	Decoy / Deflection	146320.0	5.0
150458	722.0	42.75	42527.0	39.0	1.0	https://lichess.org/analysis/2r2rk1/2p1Rp2/Q5p1/7p/3P1q2/1PP3R1/P4PK1/8_b_-_-	3255		 36. ... Kg7 37. Qxg6+	Pin	150458.0	13.0
185809	996.0	45.73	50756.0	49.0	2.0	https://lichess.org/analysis/5rk1/1pqbRp2/3p3p/p2p2p1/P1P2p2/2QB3P/1P3PP1/6K1_b_-_-	3255		 24. ... Re8 25. Bh7+ Kxh7 26. Rxf7+	Attacking f7/f2	185809.0	8.0
28192	1648.0	44.97	50060.0	127.0	5.0	https://lichess.org/analysis/r3r3/p4N1k/2p2p1p/n7/5P2/8/1P5P/2K3Q1_b_-_-	3254		 28. ... Nb7 29. f5 Rg8 30. Qe3 Rg7 31. Qxh6+ Kg8 32. Qh8+ Kxf7 33. Qxa8	Vulnerable King	28192.0	6.0
43292	885.0	44.02	53198.0	45.0	3.0	https://lichess.org/analysis/8/3n4/1p4k1/pR1b2r1/8/P2R4/5P1K/8_b_-_-	3254		 41. ... Bc6 42. Rd6+ Kh5 43. Rxg5+ Kxg5 44. Rxc6	Simplification	43292.0	15.0
47345	699.0	41.11	39988.0	27.0	2.0	https://lichess.org/analysis/r3r1k1/pp1q1ppp/2bb1B2/2p1pN2/4P3/2NP4/PPP3PP/R2Q1RK1_b_-_-	3254		 13. ... gxf6 14. Qg4+ Kf8 15. Qg7#	Mate in 2	47345.0	13.0
47816	1507.0	45.24	55360.0	36.0	2.0	https://lichess.org/analysis/1k1r4/1p5p/p4p1B/4n1pQ/P7/6N1/RPq2PPP/6K1_w_-_-	3254		 28. h3 Qb1+ 29. Kh2 Qxa2	Fork / Double Attack	47816.0	10.0
65387	1433.0	45.31	58486.0	40.0	2.0	https://lichess.org/analysis/3r2k1/Q4ppp/1pp1pn2/7q/2P2P2/5PP1/P3R1BP/3r1K1R_w_-_-	3254		 20. Kf2 Qc5+ 21. Re3 R8d2#	Mating Net	65387.0	6.0
75455	1124.0	46.77	62943.0	63.0	3.0	https://lichess.org/analysis/rn4nr/pp1qk1pp/3N1p2/bN1p3Q/3Pp3/2P5/PP3PPP/R1B1K2R_b_KQ_-	3254		 13. ... Qc6 14. Qf7+ Kd8 15. Qf8+ Kd7 16. Qe8#	Mate in 3+	75455.0	7.0
107703	730.0	42.81	45796.0	52.0	3.0	https://lichess.org/analysis/r2q2rk/5ppB/p1n1b2b/1p1pP3/5P2/2N5/PPP1N2Q/2K3RR_b_-_-	3254		 21. ... Kxh7 22. Rxg7+ Rxg7 23. Qxh6+ Kg8 24. Qh8#	Mate in 3+	107703.0	13.0
111970	1182.0	45.42	58111.0	93.0	2.0	https://lichess.org/analysis/r1b2rk1/1q3pp1/4pn1p/3pN3/p1nP1B2/P5P1/1PQ1PPBP/1R3RK1_b_-_-	3254		 18. ... Qb3 19. Qxb3 axb3 20. Nxc4	Pin	111970.0	15.0
187935	956.0	43.72	56342.0	57.0	3.0	https://lichess.org/analysis/r3r1k1/ppp2p2/6p1/4q2p/6nQ/1P1B4/P1P1p1P1/1RB2RK1_w_-_-	3254		 20. Re1 Qd4+ 21. Kh1 Nf2+ 22. Qxf2 Qxf2	Discovered Attack	187935.0	5.0
191326	862.0	43.74	49431.0	35.0	1.0	https://lichess.org/analysis/r2qk2r/ppp2p2/5n1p/2b1p3/3nPp2/3P2B1/PP2NP1P/R2QKB1R_w_KQkq_-	3254		 13. Bh4 Nf3#	Smothered Mate	191326.0	20.0
51631	749.0	43.8	53815.0	30.0	1.0	https://lichess.org/analysis/r1b4k/pppp2pp/3b1q2/8/4p3/1B3PQ1/PPP2P1P/R1B3K1_w_-_-	3253		 20. Bg5 Qxb2	Fork / Double Attack	51631.0	16.0
54773	1120.0	45.56	62736.0	36.0	2.0	https://lichess.org/analysis/1r3rk1/p1p3bQ/1p1q1p2/4p1p1/3PB1Pp/2P1P3/PP4K1/R3R3_b_-_-	3253		 25. ... Kf7 26. Bg6+ Ke6 27. Qxg7	Vulnerable King	54773.0	5.0
66982	818.0	42.52	42419.0	65.0	2.0	https://lichess.org/analysis/r2q1rk1/pp2bppp/2npbn2/2p3N1/4PB2/2N3P1/PPP2PBP/R2Q1RK1_b_-_-	3253		 11. ... Ng4 12. Nxe6 fxe6 13. Qxg4	Remove the Defender	66982.0	13.0
83673	972.0	44.29	58017.0	63.0	3.0	https://lichess.org/analysis/3B4/8/p3q2p/1kr2n2/P4Q2/7P/2R4K/8_b_-_a3	3253		 65. ... Kc6 66. Qc7+ Kd5 67. Qxc5+ Ke4 68. Re2+	Skewer	83673.0	15.0
102872	605.0	42.75	36223.0	21.0	1.0	https://lichess.org/analysis/1r4k1/6RR/1p3p2/8/p2n4/7P/3B1PPK/r7_b_-_-	3253		 34. ... Kf8 35. Bb4+	Mate in 2	102872.0	13.0
108879	1048.0	44.98	60193.0	56.0	2.0	https://lichess.org/analysis/r3kb1r/1p2pppp/p1b2n2/q3N3/4PP2/2N5/PP1Q2PP/R1B1K2R_b_KQkq_-	3253		 14. ... Bxe4 15. Nxe4 Qxd2+ 16. Nxd2	Discovered Attack	108879.0	15.0
109222	1635.0	45.19	56015.0	63.0	3.0	https://lichess.org/analysis/r4r1k/5p1p/b1p4B/ppbpq3/6Q1/P2B3P/1PP3P1/4RR1K_b_-_-	3253		 21. ... Qxb2 22. Qf5 Qg7 23. Bxg7+ Kxg7 24. Qxh7#	Attacking Castled King	109222.0	6.0
126880	743.0	42.68	42917.0	34.0	1.0	https://lichess.org/analysis/1r2r2k/2p2Q1p/2p3p1/3p4/p5P1/P1P4P/8/1q1KRR2_w_-_-	3253		 32. Kd2 Rb2#	Mate in 1	126880.0	13.0
171059	775.0	41.4	37884.0	19.0	1.0	https://lichess.org/analysis/r3kb1r/p1q2p2/n1p1p3/6Np/Q2Pp1n1/2P1B3/PP3PPP/RN3RK1_w_kq_-	3253		 13. Nxf7 Qxh2#	Basic Checkmates	171059.0	13.0
101449	651.0	41.56	41238.0	23.0	1.0	https://lichess.org/analysis/6k1/p4p1p/6p1/2PBp3/3n4/P1RP2P1/3K1r2/8_w_-_-	3252		 30. Ke3 Re2#	Mate in 1	101449.0	15.0
177211	1212.0	45.55	62937.0	49.0	3.0	https://lichess.org/analysis/3r2k1/pb1rqpbp/1p4p1/1P1Pp3/2B5/4BP2/PP1Q2PP/3R1RK1_w_-_-	3252		 19. Bg5 Qc5+ 20. Qe3 Qxc4 21. Bxd8 Rxd8	Exchange Sacrifice	177211.0	6.0
31261	702.0	42.84	41168.0	57.0	2.0	https://lichess.org/analysis/2kr4/1bpp1B2/pb3Q2/np2P2p/8/2P2N2/PP3qP1/RN2R1K1_w_-_-	3251		 22. Kh1 Bxf3 23. gxf3 Qxe1+	Remove the Defender	31261.0	13.0
56308	1743.0	44.9	53965.0	80.0	1.0	https://lichess.org/analysis/k2r3r/pq4pp/8/3Npp2/Q3P3/R1PP4/1P3PPP/6K1_b_-_-	3251		 22. ... Rhf8 23. Rb3	Decoy / Deflection	56308.0	6.0
58195	983.0	45.23	53322.0	63.0	3.0	https://lichess.org/analysis/5r2/ppk2p2/2pp4/4pQ2/n2qP2b/3P1K1P/5PP1/2R2B1R_w_-_-	3251		 27. Rc4 Qxf2+ 28. Kg4 Qg3+ 29. Kh5 Rh8+	Mate in 3+	58195.0	15.0
65845	1592.0	45.09	53804.0	35.0	2.0	https://lichess.org/analysis/r1bqk2r/3pppbp/p1p2np1/8/N1B1P3/4B3/PPP2PPP/R2QK2R_b_KQkq_-	3251		 9. ... Nxe4 10. Bb6 Qxb6 11. Nxb6	Trapped Piece	65845.0	6.0
145600	653.0	42.69	45314.0	16.0	1.0	https://lichess.org/analysis/2k4r/N1prnpp1/1pn1q2p/4P3/1b2QBb1/3B1N2/PPP2PPP/R4RK1_b_-_-	3251		 14. ... Nxa7 15. Qa8#	Back Rank	145600.0	15.0
191986	400.0	41.66	36834.0	20.0	1.0	https://lichess.org/analysis/2kr4/ppp3pp/2p5/8/8/2qb4/P2QKPPP/3R3R_w_-_-	3251		 18. Ke1 Re8#	Pin	191986.0	13.0
34401	1724.0	44.97	53886.0	50.0	1.0	https://lichess.org/analysis/6k1/1bnq1pn1/p2p4/Pp1P2r1/1PpQP3/2N4R/2B2K2/7R_b_-_-	3250		 32. ... Kf8 33. Qf6	Back Rank	34401.0	6.0
45854	1533.0	44.88	54352.0	28.0	1.0	https://lichess.org/analysis/r2qr1k1/1bpnbp2/p2p1n1Q/1p2p3/4P3/PBNP1N1P/1PP2PP1/R3R1K1_b_-_-	3250		 15. ... Bf8 16. Qg6+	Attacking Castled King	45854.0	6.0
193931	785.0	43.32	46391.0	31.0	2.0	https://lichess.org/analysis/r2qk1nr/1pp2ppp/p1pb4/4P3/4P1b1/5N2/PPP2PPP/RNBQ1RK1_b_kq_-	3250		 7. ... Bxe5 8. Qxd8+ Rxd8 9. Nxe5	Hanging Piece	193931.0	15.0
43580	652.0	42.56	37794.0	44.0	2.0	https://lichess.org/analysis/r1b2k1r/ppqpnpbp/2nNp1p1/8/4P3/2N1B3/PPP1BPPP/R2Q1RK1_b_-_-	3249		 10. ... Nd4 11. Bxd4 Qxd6 12. Bxg7+	Discovered Attack	43580.0	13.0
54472	864.0	44.4	50985.0	62.0	3.0	https://lichess.org/analysis/6R1/4qp1p/3ppkp1/2rP4/4P3/7P/1Q3PPK/8_b_-_-	3249		 36. ... Kg5 37. Qd2+ Kh5 38. g4+ Kh4 39. Qh6#	Mate in 3+	54472.0	15.0
59067	758.0	42.36	41456.0	58.0	2.0	https://lichess.org/analysis/2r1r1k1/8/1Qb5/p2p1p2/4pBp1/1Pq3Pp/P4P1P/3R1RK1_w_-_-	3249		 32. Rc1 Qf3 33. Rxc6 Qg2#	Mate in 2	59067.0	15.0
