tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	fen	count	Duplicate with	FULL	tags	Problem ID	Cluster
36913	1182.0	45.64	64748.0	41.0	1.0	https://lichess.org/analysis/8/1p4k1/6Bp/5K1P/1P3P2/8/4b3/8_b_-_-	4200		 47. ... Bd3+ 48. Ke6	Pawn Promotion	36913.0	7.0
67433	733.0	43.68	50428.0	22.0	1.0	https://lichess.org/analysis/1r2r3/1b4pp/pR6/3pkp2/3Np3/2P2PP1/PP5P/4R1K1_b_-_-	4200		 26. ... Ba8 27. f4#	Mate in 1	67433.0	15.0
118003	928.0	44.28	61643.0	60.0	4.0	https://lichess.org/analysis/3q1k2/1b3Pp1/p5Qp/1p6/4p3/1P1r3P/P5P1/5R1K_w_-_-	4200		 37. Qh7 Rxh3+ 38. gxh3 e3+ 39. Kg1 Qg5+ 40. Kh2 Qg2#	Attacking Castled King	118003.0	7.0
147904	1086.0	45.37	62646.0	22.0	1.0	https://lichess.org/analysis/8/pp3p2/3k2pp/3p4/PP3K2/3N1PPP/6n1/8_w_-_-	4200		 40. Kg4 f5#	Mate in 1	147904.0	15.0
27745	907.0	44.95	62453.0	37.0	2.0	https://lichess.org/analysis/r7/p2nprbk/7p/2p3pP/2qPN3/1R2B3/P1P2PP1/K1Q4R_w_-_-	4199		 26. Bxg5 Qxd4+ 27. c3 Qxe4	Fork / Double Attack	27745.0	5.0
33899	1353.0	45.43	62767.0	34.0	1.0	https://lichess.org/analysis/5k2/p4p1p/3p4/3P1r2/P5N1/1pr2B1P/4R1PK/8_w_-_-	4199		 36. Rb2 Rfxf3	Sacrifice	33899.0	7.0
60829	1107.0	45.81	62285.0	82.0	2.0	https://lichess.org/analysis/r3kbnr/pp1b1ppp/1q2p3/1N1p4/8/3BB3/PP3PPP/R2QR1K1_b_kq_-	4199		 13. ... Bc5 14. Bxc5 Qxc5 15. Rc1	Decoy / Deflection	60829.0	15.0
65677	1516.0	44.81	54174.0	53.0	1.0	https://lichess.org/analysis/4k1nr/ppp2ppp/2n1p3/b7/QPq1b3/P5P1/3NPPBP/R1B2K1R_b_k_-	4199		 14. ... Qc3 15. Bxe4	Vulnerable King	65677.0	6.0
76060	915.0	43.96	58567.0	39.0	2.0	https://lichess.org/analysis/rn1qkb1r/p4pp1/2b2n2/2p1NQp1/p1B5/1PP5/5PPP/RN2K2R_b_KQkq_-	4199		 13. ... Bxg2 14. Bxf7+ Ke7 15. Qe6#	Attacking f7/f2	76060.0	15.0
100514	907.0	44.0	49752.0	25.0	1.0	https://lichess.org/analysis/2Qb3k/3P2pp/4K3/p4p2/3B1P2/6P1/7P/7q_b_-_-	4198		 67. ... Qe1+ 68. Be5	Back Rank	100514.0	14.0
31382	1322.0	45.35	62442.0	67.0	3.0	https://lichess.org/analysis/5rk1/6pp/pb1rp3/1q3n2/1PR2PN1/P2P4/1B2Q1PP/5R1K_w_-_-	4197		 27. Rfc1 Ng3+ 28. hxg3 Qh5+ 29. Nh2 Qxe2	Sacrifice	31382.0	6.0
33167	896.0	44.39	57124.0	44.0	2.0	https://lichess.org/analysis/4r1k1/5p2/p5pp/3Pq3/1n1p2Q1/3b4/PP1KB3/R5R1_w_-_-	4197		 29. Rae1 Qe3+ 30. Kd1 Bc2#	Mate in 2	33167.0	15.0
40665	728.0	44.21	48060.0	62.0	3.0	https://lichess.org/analysis/5k2/pp1bpNbp/3p2p1/4P3/4nPP1/1P6/P2R4/1K4R1_w_-_-	4197		 29. Rd4 Nc3+ 30. Kc2 Ne2 31. Rb4 Nxg1	Fork / Double Attack	40665.0	15.0
42995	719.0	42.13	47697.0	18.0	1.0	https://lichess.org/analysis/5k2/pB3p2/1P4pp/P7/1b1p4/7P/2P2P2/1K6_b_-_-	4197		 33. ... axb6 34. a6	Pawn Promotion	42995.0	15.0
139792	869.0	45.18	62016.0	42.0	2.0	https://lichess.org/analysis/r2qkb1r/pp3ppp/8/2p1n1N1/4Q3/8/PPPP2PP/R1B2RK1_b_kq_-	4197		 11. ... Qd6 12. Nxf7 Qd4+ 13. Qxd4	Fork / Double Attack	139792.0	15.0
152855	857.0	44.47	57639.0	24.0	1.0	https://lichess.org/analysis/r1b1k2r/ppp2ppp/1b6/4p1q1/1P1nP3/P4PNP/1B1P4/RN1QKBR1_w_Qkq_-	4197		 14. Ne2 Nxf3#	Mate in 1	152855.0	15.0
39810	1078.0	45.81	62459.0	83.0	4.0	https://lichess.org/analysis/5k2/pQ3p2/1p4pp/5q2/3P4/2P2PP1/PR3PK1/4r3_w_-_-	4196		 29. Qa6 Qh5 30. Qc8+ Kg7 31. Qh3 Rg1+ 32. Kxg1 Qxh3	Vulnerable King	39810.0	7.0
44000	994.0	43.81	60386.0	30.0	2.0	https://lichess.org/analysis/rnbqkb1r/ppp2ppp/5n2/3Pp3/2p1P3/2N5/PP3PPP/R1BQKBNR_b_KQkq_e3	4196		 5. ... Bb4 6. Qa4+ Nc6 7. dxc6	Fork / Double Attack	44000.0	15.0
50423	1290.0	45.5	65062.0	49.0	2.0	https://lichess.org/analysis/rnb1k2r/ppp1nppp/4pq2/3P4/1b2P3/1PN2N2/PB1P1PPP/R2QKB1R_b_KQkq_e3	4196		 7. ... exd5 8. Nxd5 Qxb2 9. Nxc7+	Decoy / Deflection	50423.0	7.0
73966	632.0	44.55	60569.0	41.0	3.0	https://lichess.org/analysis/r3kq2/p6p/2p1b1p1/2n1p3/4P3/5Q2/3R1PPP/3R2K1_b_q_-	4196		 26. ... Bb3 27. Rd8+ Rxd8 28. Rxd8+ Kxd8 29. Qxf8+	Sacrifice	73966.0	7.0
90119	1076.0	44.38	49941.0	42.0	1.0	https://lichess.org/analysis/r3k2r/p1p2p1p/6pQ/2q5/8/P1Kb1B2/1BP3PP/R6n_w_-_-	4196		 23. Kxd3 Rd8+	Mating Net	90119.0	15.0
118123	1105.0	45.79	62873.0	25.0	2.0	https://lichess.org/analysis/6k1/7p/p5p1/2p5/8/PP6/2q2r1P/1R2Q2K_w_-_-	4196		 35. Qg1 Qe4+ 36. Qg2 Qxg2#	Attacking Castled King	118123.0	15.0
27685	1083.0	45.33	61240.0	39.0	3.0	https://lichess.org/analysis/r2qkb1r/ppp1pp1p/2n2p2/5b2/2pP4/2N1PN2/PP3PPP/R2QKB1R_b_KQkq_-	4195		 7. ... Nb4 8. Qa4+ Nc6 9. d5 Bd7 10. dxc6	Fork / Double Attack	27685.0	7.0
40585	1084.0	45.82	65081.0	58.0	4.0	https://lichess.org/analysis/1Q6/r3pp2/P2p1k2/2p1bP2/Rp2P3/1P4p1/7r/5K2_w_-_-	4195	40583	 39. Qxa7 g2+ 40. Kf2 Bd4+ 41. Kf3 g1=Q 42. Qxe7+ Kxe7	Mate in 3+	40585.0	8.0
46379	1261.0	46.07	64384.0	34.0	3.0	https://lichess.org/analysis/6k1/5pp1/2b4p/2Q5/1p3n2/1P1B3P/4KPP1/4N2q_w_-_-	4195		 37. Kd2 Qxe1+ 38. Kxe1 Nxd3+ 39. Kd2 Nxc5	Queen Sacrifice	46379.0	6.0
84495	663.0	44.62	40175.0	44.0	1.0	https://lichess.org/analysis/r1bqkb1r/ppp1nBpp/8/4p3/8/5Q2/PPPP1PPP/RNB1K2R_b_KQ_-	4195		 9. ... Kd7 10. Qd3+	Attacking f7/f2	84495.0	12.0
147814	1322.0	45.76	65574.0	55.0	3.0	https://lichess.org/analysis/6k1/Q4ppp/1pp5/8/3p1P2/1K1q2P1/PP6/8_w_-_-	4195		 30. Kb4 c5+ 31. Ka4 Qc4+ 32. Ka3 Qb4#	Basic Checkmates	147814.0	7.0
176458	734.0	52.32	57454.0	16.0	1.0	https://lichess.org/analysis/r3k1r1/p4p2/7p/1p6/2p1bpq1/2P2n1P/3QBPP1/2R3RK_w_q_-	4195		 25. gxf3 Qxh3#	Basic Checkmates	176458.0	15.0
50404	1373.0	45.45	63762.0	23.0	1.0	https://lichess.org/analysis/r1bqk2r/ppp2p1p/3p1npN/3Nn1B1/4P3/8/PPP2bPP/R2QKB1R_w_KQkq_-	4194		 10. Kxf2 Nxe4+	Discovered Attack	50404.0	6.0
122851	953.0	44.51	60283.0	69.0	2.0	https://lichess.org/analysis/Q7/5pk1/3N1bp1/2r5/P3PP2/2P3Pp/1P2RK1P/3q4_b_-_-	4194		 37. ... Qh1 38. Ne8+ Kh6 39. Nxf6	Fork / Double Attack	122851.0	15.0
123162	749.0	43.33	49338.0	33.0	2.0	https://lichess.org/analysis/r1q1nrk1/1ppb1ppp/p2p4/3NbPP1/4P3/4BB1P/PPPQ4/R2K3R_b_-_-	4194		 17. ... g6 18. Ne7+ Kh8 19. Nxc8	Fork / Double Attack	123162.0	15.0
159910	908.0	43.53	51642.0	22.0	1.0	https://lichess.org/analysis/3rr1k1/pp3p2/7p/2p3p1/2n1PK2/2P2N2/PP4PP/1R3R2_w_-_g6	4194		 25. Kf5 Ne3+	Mate in 2	159910.0	15.0
30492	1619.0	45.34	61799.0	48.0	3.0	https://lichess.org/analysis/4r3/kp1r2pp/ppq1N3/8/2P2Q2/8/PP3PPP/2R3K1_w_-_-	4193		 25. Nd4 Qxc4 26. g3 Qxd4 27. Qxd4 Rxd4	Back Rank	30492.0	6.0
32731	1298.0	45.4	61414.0	51.0	2.0	https://lichess.org/analysis/r5k1/2q1ppbp/b2p2p1/2pP4/4PP2/PrNnB1P1/2R3BP/R2Q2K1_w_-_-	4193		 24. Bd2 Bd4+ 25. Be3 Bxe3+	Vulnerable King	32731.0	6.0
40522	1179.0	45.84	64862.0	59.0	3.0	https://lichess.org/analysis/1k1r4/p2b2Q1/1p2q3/1N6/p1P2p2/4R3/1P3PK1/3R4_b_-_-	4193		 1. ... fxe3 2. Qg3+ Ka8 3. Nc7+ Kb7 4. Nxe6	Decoy / Deflection	40522.0	6.0
57133	868.0	43.37	50809.0	30.0	2.0	https://lichess.org/analysis/8/8/4Q1k1/7p/q7/6P1/1P4KP/8_b_-_-	4193		 48. ... Kg5 49. h4+ Qxh4 50. gxh4+	Endgame Tactics	57133.0	15.0
57198	1269.0	45.87	62512.0	34.0	3.0	https://lichess.org/analysis/2r2rk1/2p1nppp/p1N5/1p1nN3/4p3/2P1P1PP/PP1R1K2/3R4_b_-_-	4193		 22. ... Nxc6 23. Nxc6 Nf6 24. Ne7+ Kh8 25. Nxc8	Decoy / Deflection	57198.0	6.0
57529	980.0	43.07	55783.0	33.0	2.0	https://lichess.org/analysis/r2qkb1r/pb1n1ppp/np1p4/2pPp3/QP2P2P/2PB4/P3NPP1/RNB1K2R_b_KQkq_h3	4193		 10. ... g6 11. Bxa6 Bxa6 12. Qxa6	Hanging Piece	57529.0	20.0
50681	968.0	45.7	64078.0	42.0	2.0	https://lichess.org/analysis/r1b2rk1/ppp1qppp/2n2n2/1Nbp4/4p3/1B2P1Q1/PPPPNPPP/R1B2RK1_w_-_-	4192		 10. Nxc7 Bd6 11. Nxd5 Nxd5	Fork / Double Attack	50681.0	7.0
91393	1030.0	45.89	65736.0	34.0	2.0	https://lichess.org/analysis/rn3rk1/ppp2pp1/4b3/7p/5P2/P1BP4/qPPKQ2P/1R4R1_b_-_-	4192		 21. ... g6 22. Qxh5 f6 23. Qxg6+	Mate in 3+	91393.0	7.0
112030	1022.0	45.43	63388.0	41.0	3.0	https://lichess.org/analysis/4k1r1/ppp3pp/2n5/3r4/4p3/N2b1N2/PP3PPP/3RR1K1_b_-_-	4192		 15. ... Ne5 16. Nxe5 Rxe5 17. Rxd3 exd3 18. Rxe5+	Pin	112030.0	7.0
186864	1133.0	44.94	61204.0	62.0	3.0	https://lichess.org/analysis/r2q1rk1/pppn1pbp/5np1/4P3/2B1P1b1/2N2N2/PP3PPP/R1BQ1RK1_b_-_-	4192		 10. ... Nxe5 11. Qxd8 Nxf3+ 12. gxf3 Raxd8 13. fxg4	Hanging Piece	186864.0	7.0
34667	1304.0	45.56	65216.0	73.0	2.0	https://lichess.org/analysis/2Q1r1k1/5p1p/5Pp1/pP1pP3/5P2/B3q1K1/7P/2R5_w_-_-	4191		 40. Kg4 h5+ 41. Kg5 Rxc8	Hanging Piece	34667.0	7.0
70094	793.0	44.08	53108.0	50.0	2.0	https://lichess.org/analysis/2r3k1/5p1p/8/p1p3q1/2Q2p2/P1KP4/1PP1r3/R4R2_w_-_-	4191		 28. Rxf4 Qe5+ 29. Kb3 Rb8+	Vulnerable King	70094.0	15.0
77545	1143.0	45.66	58639.0	48.0	2.0	https://lichess.org/analysis/r1b2rk1/pp1p1ppp/3b1n2/2pPq3/8/2N2BP1/PPP2P1P/R1BQ1RK1_b_-_-	4191		 11. ... a6 12. Bf4 Qd4 13. Bxd6	Hanging Piece	77545.0	7.0
99554	885.0	44.5	53075.0	26.0	1.0	https://lichess.org/analysis/rq1k1b1r/pp2nBp1/3pNp2/2nQ3p/8/6P1/PP1BPP1P/2R1K2R_b_K_-	4191		 20. ... Kd7 21. Nxc5+	Vulnerable King	99554.0	20.0
118082	1246.0	45.59	65478.0	28.0	3.0	https://lichess.org/analysis/1n2r2k/1pp1qR1p/4p1B1/r2p4/p1nP2Q1/P1P5/P4PPP/5RK1_b_-_-	4191		 23. ... hxg6 24. Qh3+ Qh4 25. Qxh4+ Kg8 26. Qh7#	Basic Checkmates	118082.0	7.0
28768	1225.0	45.48	64852.0	62.0	3.0	https://lichess.org/analysis/3RQnk1/5rp1/8/4B3/3pqP2/8/6P1/6K1_w_-_-	4190		 41. Qe6 Qe1+ 42. Kh2 Qh4+ 43. Qh3 Qxd8	Attacking Castled King	28768.0	6.0
41188	941.0	45.34	64489.0	49.0	2.0	https://lichess.org/analysis/2Q5/3r2k1/2R2n1r/6pp/3p1P2/P2q2PP/8/5RK1_w_-_-	4190		 33. fxg5 Qxg3+ 34. Kh1 Qxh3+	Vulnerable King	41188.0	7.0
43404	887.0	43.87	57083.0	29.0	1.0	https://lichess.org/analysis/rn1qkbnr/pp3ppp/3pb3/2p3N1/2BpP3/8/PPP2PPP/RNBQK2R_w_KQkq_-	4190		 6. Qf3 Bxc4	Hanging Piece	43404.0	15.0
59295	1009.0	44.2	59038.0	37.0	2.0	https://lichess.org/analysis/4qr1k/6pp/5p2/4r2n/P3P3/2Q3P1/3B3P/R4RK1_b_-_-	4190		 26. ... Qg6 27. Qxe5 fxe5 28. Rxf8#	Back Rank	59295.0	7.0
67169	1288.0	45.55	64105.0	31.0	2.0	https://lichess.org/analysis/4r2k/5R2/1p5B/p1b4P/P1pp4/3b4/1P1K1P2/N1R5_w_-_-	4189		 33. Nb3 Bb4+ 34. Kd1 Re1#	Mate in 2	67169.0	6.0
77766	1433.0	45.04	60886.0	34.0	1.0	https://lichess.org/analysis/r1bqr1k1/ppbn1Qp1/4p3/3pP3/1P6/P3P3/1BP3PP/RN3RK1_b_-_-	4189		 15. ... Kh8 16. Rf3	Mating Net	77766.0	6.0
86829	897.0	43.41	57257.0	31.0	2.0	https://lichess.org/analysis/4nQ1k/3q2r1/1p1p2Pp/p1p5/8/6P1/PPP2P2/4R1K1_b_-_-	4189		 31. ... Rg8 32. Qxh6+ Qh7 33. Qxh7#	Mate in 2	86829.0	15.0
119084	1098.0	46.19	63380.0	52.0	3.0	https://lichess.org/analysis/rnbq1rk1/pppp2pp/3bpn2/8/2PP4/2N3Q1/PP3PPP/R1B1KBNR_w_KQ_-	4189		 9. Bf4 Nh5 10. Qg5 Nxf4 11. Qxd8 Rxd8	Fork / Double Attack	119084.0	7.0
28002	744.0	43.24	39929.0	25.0	1.0	https://lichess.org/analysis/r7/pp4bk/6pp/1N3b2/1qP3n1/1P2B3/P1PQ2PP/5RK1_b_-_-	4188		 24. ... Nxe3 25. Qxb4	Hanging Piece	28002.0	13.0
32178	624.0	43.14	43442.0	28.0	1.0	https://lichess.org/analysis/4qr1k/2p3rn/p1bp1p1R/1p4Q1/3BP1P1/1B3P2/PPP5/2K4R_b_-_-	4188		 27. ... fxg5 28. Rxh7#	Pin	32178.0	13.0
34643	1133.0	44.87	64485.0	51.0	3.0	https://lichess.org/analysis/8/8/8/2K3N1/P6p/1P4kP/8/3b4_b_-_-	4188		 46. ... Bxb3 47. a5 Kf4 48. a6 Kxg5 49. a7	Pawn Promotion	34643.0	15.0
62836	1464.0	45.3	60591.0	28.0	2.0	https://lichess.org/analysis/r1bk2nr/ppp2pp1/2n4p/4P3/1bB1p3/2N5/PPPB1PPP/2KR2NR_b_-_-	4188		 8. ... Nxe5 9. Bg5+ Ke8 10. Rd8#	Basic Checkmates	62836.0	6.0
26877	1363.0	45.42	62531.0	52.0	1.0	https://lichess.org/analysis/r4k2/p1B1n1p1/1p6/1b1pN2r/7p/P1P5/2B2PPK/R3R3_b_-_-	4187		 24. ... Rc8 25. Bd6	Mating Net	26877.0	5.0
88130	878.0	44.68	52793.0	56.0	2.0	https://lichess.org/analysis/r3qk2/1p1n1p1p/3b2p1/p1pPpb1n/1PB5/2PP4/P1Q2PP1/RN2K1NR_w_KQ_-	4187		 14. Nf3 e4 15. Kd1 exf3	Vulnerable King	88130.0	6.0
138031	785.0	44.2	59483.0	26.0	1.0	https://lichess.org/analysis/r1b2r2/pp2Npk1/8/2p1p2Q/q1BnP1nP/3P4/1PP3P1/2KR3R_w_-_-	4187		 21. Bxf7 Qxc2#	Basic Checkmates	138031.0	15.0
172548	946.0	44.83	58915.0	51.0	2.0	https://lichess.org/analysis/r1b2k1r/3n1pp1/3Npb1p/q3P3/5PPP/2N2Q2/PPP5/2KR3R_b_-_-	4187		 16. ... Be7 17. Nxc8 Rxc8 18. Rxd7	Discovered Attack	172548.0	15.0
41264	1150.0	45.67	65493.0	36.0	2.0	https://lichess.org/analysis/r4r1k/1b4pp/pp1Q4/4P3/3pp3/3B1qPP/PP3P2/2R2RK1_w_-_-	4186		 28. Rc7 exd3 29. Rxb7 Qxb7	Vulnerable King	41264.0	7.0
41756	1265.0	45.57	65894.0	60.0	4.0	https://lichess.org/analysis/1rk5/b1pp1p2/8/8/1n2N3/2Q3B1/P7/K7_b_-_-	4186		 1. ... Bd4 2. Nd6+ Kd8 3. Bh4+ f6 4. Bxf6+ Bxf6 5. Qxf6#	Mate in 3+	41756.0	6.0
66841	1027.0	45.23	59802.0	46.0	2.0	https://lichess.org/analysis/5rk1/ppp3p1/3p3p/2bNp3/4P3/3P2Q1/PPP1qnKP/R1B3R1_w_-_-	4186		 21. Be3 Nxe4+ 22. Kh3 Nxg3	Vulnerable King	66841.0	8.0
77656	1020.0	44.17	60062.0	23.0	1.0	https://lichess.org/analysis/8/pk6/1p6/5nQ1/8/7P/P1r3R1/2N2q1K_w_-_-	4186		 35. Rg1 Qxh3#	Mate in 1	77656.0	14.0
141083	813.0	44.11	58559.0	26.0	2.0	https://lichess.org/analysis/r1bqkb1r/4pppp/p1pp1n2/4P3/2B5/2N5/PPP2PPP/R1BQK2R_b_KQkq_-	4186	528636	 8. ... dxe5 9. Bxf7+ Kxf7 10. Qxd8	Decoy / Deflection	141083.0	15.0
60844	1285.0	45.72	65611.0	40.0	3.0	https://lichess.org/analysis/rn5r/ppp1q1pp/4Nnk1/2b3N1/5pP1/8/PPPPQ2P/R1B1K2R_b_KQ_g3	4185		 12. ... h6 13. Qd3+ Ne4 14. Qxe4+ Kf6 15. Qf5#	Mate in 3+	60844.0	7.0
91504	1312.0	45.83	64785.0	30.0	3.0	https://lichess.org/analysis/r3k2r/pp1bq3/2p5/1P1p4/3Pp1n1/PQN1P1P1/4B1P1/2R2RK1_w_kq_-	4185		 21. bxc6 Rh1+ 22. Kxh1 Qh7+ 23. Kg1 Qh2#	Attacking Castled King	91504.0	6.0
134688	1250.0	45.79	63928.0	57.0	2.0	https://lichess.org/analysis/2kr3r/1p2q1p1/1bp1pn2/7p/P1NpP3/3P4/2P3PP/R1BQ1R1K_b_-_-	4185		 18. ... Qc5 19. Ba3 Qg5 20. Nxb6+	Decoy / Deflection	134688.0	7.0
178926	852.0	43.5	50744.0	32.0	1.0	https://lichess.org/analysis/8/bbR2pk1/p2qpnpp/n7/Np5N/4P1P1/1PQ2P1P/3B2K1_b_-_-	4185		 29. ... Nd5 30. Qxg6+	Pin	178926.0	15.0
35517	1424.0	45.48	62048.0	78.0	4.0	https://lichess.org/analysis/4r2r/pp1n1kpp/2p1R3/q2p2Q1/8/2N5/PPP2PPP/2K1R3_b_-_-	4184	35522	 18. ... Nf6 19. Rxf6+ gxf6 20. Qh5+ Kg7 21. Rxe8 Rxe8 22. Qxe8	Back Rank	35517.0	6.0
36634	1190.0	46.14	63403.0	45.0	3.0	https://lichess.org/analysis/2r1qr2/p4pkp/1p2p3/n2p2Q1/n1P5/6PB/P4P1P/R3R1K1_b_-_-	4184		 24. ... Kh8 25. Qf6+ Kg8 26. Re5 Qd8 27. Rg5#	Mate in 3+	36634.0	6.0
51390	964.0	45.07	57720.0	48.0	2.0	https://lichess.org/analysis/1r6/2q2ppk/b1pp1R1p/p7/4P3/b2PN2P/B1PQ2P1/R6K_b_-_-	4184		 22. ... gxf6 23. Nf5 Kg8 24. Qxh6	Mate in 3+	51390.0	12.0
51484	964.0	43.36	57173.0	36.0	2.0	https://lichess.org/analysis/r3k2r/pppqbpp1/2n2n1p/4p2b/4P3/1PBP1NPP/P2Q1PB1/RN3RK1_w_kq_-	4184		 13. Bxe5 Bxf3 14. Bxf3 Nxe5	Remove the Defender	51484.0	15.0
58096	810.0	44.16	58186.0	42.0	2.0	https://lichess.org/analysis/3rr1k1/pp4pp/8/b2b1p2/1P1p3N/6P1/1PPR1PBP/2KR4_b_-_-	4184		 24. ... Bxb4 25. Rxd4 Bxg2 26. Rxd8	Fork / Double Attack	58096.0	7.0
75092	1479.0	45.34	62857.0	65.0	2.0	https://lichess.org/analysis/r1b1k2r/p3nppp/1bpQ4/q3p3/N3P3/2P2N2/P4PPP/R1B1K2R_w_KQkq_-	4184		 12. Bg5 f6 13. Bxf6 gxf6	Hanging Piece	75092.0	7.0
126327	1387.0	45.37	63753.0	30.0	2.0	https://lichess.org/analysis/8/p3k3/8/5p2/8/1P3PKp/P2R4/5r2_w_-_-	4184		 47. Rf2 f4+ 48. Kxh3 Rxf2	Decoy / Deflection	126327.0	6.0
184151	1226.0	45.49	63449.0	42.0	1.0	https://lichess.org/analysis/r1b1kb1r/pppp1ppp/2n1pn2/7q/2PPP3/2N2N1P/PP2BPP1/R1BQK2R_b_KQkq_-	4184		 7. ... Qg6 8. Nh4	Trapped Piece	184151.0	7.0
190851	850.0	44.23	57097.0	49.0	4.0	https://lichess.org/analysis/r1b5/p1p2Qpk/np5p/2qp2b1/5P2/4P3/PP2N1P1/1K1R3R_b_-_-	4184		 26. ... Bf6 27. Rxh6+ Kxh6 28. Rh1+ Bh3 29. Rxh3+ Bh4 30. Rxh4#	Mate in 3+	190851.0	15.0
43352	705.0	41.83	44305.0	31.0	1.0	https://lichess.org/analysis/4rrk1/p1p4p/4b1p1/qp3p2/2P5/1Q1B4/P1P2PPP/1K1R3R_w_-_b6	4183		 19. Qxb5 Rb8	Pin	43352.0	15.0
50501	1072.0	45.05	59887.0	40.0	1.0	https://lichess.org/analysis/2r1rk1Q/2q2pp1/3p1n1p/pp1P4/8/5P1P/PbB3PB/R3R1K1_b_-_-	4183		 26. ... Ng8 27. Bh7	Attacking Castled King	50501.0	20.0
158681	859.0	43.93	54500.0	26.0	2.0	https://lichess.org/analysis/3r1rk1/q4p1p/p4Rp1/1ppP2Q1/4P3/3P3P/PP4P1/2R4K_b_-_-	4183		 24. ... Qe7 25. Rxg6+ hxg6 26. Qxe7	Sacrifice	158681.0	15.0
166537	1140.0	45.43	63142.0	37.0	1.0	https://lichess.org/analysis/r2qk1r1/ppp2p2/3p3p/2b1p2n/4P3/1BNPBbP1/PPP2P2/R3QRK1_w_q_-	4183		 15. Bxc5 Qh4	Mate in 2	166537.0	7.0
30390	1431.0	45.07	61160.0	43.0	2.0	https://lichess.org/analysis/5rk1/p1p2pp1/2Q4p/3n4/2P1q2P/8/PP2PB2/2N1K3_b_-_-	4182		 28. ... Qc2 29. cxd5 Qxc6 30. dxc6	Discovered Attack	30390.0	6.0
35315	664.0	43.71	50471.0	34.0	1.0	https://lichess.org/analysis/3r2k1/p4qb1/6r1/2p1P2p/4BR1Q/2P1P2P/PP1Bb3/R6K_b_-_-	4182		 27. ... Rxd2 28. Rxf7	Hanging Piece	35315.0	13.0
40296	1428.0	45.08	61278.0	67.0	2.0	https://lichess.org/analysis/6k1/5p2/p3q2R/1p1p2p1/3Pn3/2r1PQ2/8/5RK1_b_-_-	4182		 36. ... f6 37. Qh5 Kf8 38. Rh8+	Mating Net	40296.0	6.0
41337	1506.0	45.09	62279.0	37.0	1.0	https://lichess.org/analysis/4k3/7R/3ppb2/5pN1/5r1P/8/4K2P/8_w_-_-	4182		 38. Ke3 Rxh4	Decoy / Deflection	41337.0	6.0
54547	999.0	44.43	49989.0	83.0	2.0	https://lichess.org/analysis/r2qr2k/1pp1nQ2/p2b1p1p/5p2/3Pp3/P6P/1P1BRPP1/R5K1_w_-_-	4182		 23. Bxh6 Rg8 24. Qxf6+ Kh7	Defense	54547.0	15.0
111181	1444.0	45.25	59928.0	34.0	1.0	https://lichess.org/analysis/rnb1k2r/pp3ppp/4pn2/q1b1P3/2Pp4/8/PP1BNPPP/R2QKBNR_b_KQkq_-	4181		 8. ... Bb4 9. exf6	Hanging Piece	111181.0	7.0
124896	1008.0	44.39	61702.0	35.0	2.0	https://lichess.org/analysis/r4rk1/pp1qbp1N/3p1np1/2p5/3nPB2/PB1P4/1PPN2Q1/R5RK_b_-_-	4181		 19. ... Nxh7 20. Qxg6+ Kh8 21. Qg7#	Mate in 2	124896.0	15.0
41407	667.0	44.98	32665.0	58.0	1.0	https://lichess.org/analysis/r1b1qrk1/pp2b1pp/2p2n2/3p4/2P2p2/3Q1PP1/PP1NP1BP/R1B2RK1_w_-_-	4179		 14. gxf4 Bc5+	Mating Net	41407.0	8.0
54556	753.0	43.61	53514.0	54.0	3.0	https://lichess.org/analysis/6k1/p6p/2pq2p1/3p4/4r3/PKPQ3P/1P3r2/1R5R_w_-_-	4179		 32. Rbe1 Qb8+ 33. Qb5 Qxb5+ 34. Ka2 Qxb2#	Mate in 3+	54556.0	15.0
73083	960.0	44.05	58005.0	55.0	2.0	https://lichess.org/analysis/3q2k1/Q4p1p/3Bn1p1/3pP1P1/P1b5/8/5PP1/3B2K1_b_-_a3	4179		 31. ... Nxg5 32. Be7 Qe8 33. Bxg5	Fork / Double Attack	73083.0	15.0
87063	1130.0	45.25	62105.0	23.0	2.0	https://lichess.org/analysis/r6k/1R5R/7P/8/5p2/p4P2/r5PK/8_b_-_-	4179		 40. ... Kg8 41. Rbg7+ Kf8 42. Rh8#	Basic Checkmates	87063.0	7.0
105823	847.0	43.71	54348.0	35.0	3.0	https://lichess.org/analysis/r2q1rk1/5p2/2n2n1B/5P2/pbBppP2/1pP5/PP1Q4/R2NK2R_b_KQ_-	4179		 25. ... dxc3 26. Qg2+ Ng4 27. Qxg4+ Qg5 28. Qxg5+	Mate in 3+	105823.0	15.0
110779	877.0	44.32	52740.0	25.0	1.0	https://lichess.org/analysis/1k6/p4R1p/B1Pp4/8/P1P5/8/1rr5/6K1_b_-_-	4179		 38. ... h5 39. c7+	Mate in 3+	110779.0	15.0
40114	1524.0	45.2	59644.0	45.0	2.0	https://lichess.org/analysis/rn5Q/p3kp1p/1p4p1/3p1p2/3P4/4P3/Pq1K1PPP/R6R_w_-_-	4178		 18. Kd3 Nc6 19. Qxa8 Nb4#	Sacrifice	40114.0	6.0
